results.N	results.drug	results.ROR	results.CI_low	results.CI_up	results.pval	results.DrugReac	results.DrugNoReac	results.NoDrugReac	results.NoDrugNoReac	results_indication.N	results_indication.drug	results_indication.indication	results_indication.ROR	results_indication.CI_low	results_indication.CI_up	results_indication.pval	results_indication.DrugReac	results_indication.DrugNoReac	results_indication.NoDrugReac	results_indication.NoDrugNoReac	results_age.N	results_age.drug	results_age.indication	results_age.min_age	results_age.max_age	results_age.ROR	results_age.CI_low	results_age.CI_up	results_age.pval	results_age.DrugReac	results_age.DrugNoReac	results_age.NoDrugReac	results_age.NoDrugNoReac	results_male.N	results_male.drug	results_male.indication	results_male.ROR	results_male.CI_low	results_male.CI_up	results_male.pval	results_male.DrugReac	results_male.DrugNoReac	results_male.NoDrugReac	results_male.NoDrugNoReac	results_female.N	results_female.drug	results_female.indication	results_female.ROR	results_female.CI_low	results_female.CI_up	results_female.pval	results_female.DrugReac	results_female.DrugNoReac	results_female.NoDrugReac	results_female.NoDrugNoReac	results_logReg.N	results_logReg.drug	results_logReg.indication	results_logReg.logOR_Drug	results_logReg.OR_Drug	results_logReg.SE_Drug	results_logReg.pval_Drug	results_logReg.logOR_Age	results_logReg.SE_Age	results_logReg.pval_Age	results_logReg.logOR_Sex	results_logReg.SE_Sex	results_logReg.pval_Sex	count	count_change	count_label
1001	doxazosin mesylate	2.16	1.76	2.61	2.7e-12	105	13491	31848	8818895	1001	doxazosin mesylate	hypertension	0.58	0.29	1.04	0.08	11	3372	1796	319329	1001	doxazosin mesylate	hypertension	16	87.6	1.55	0.04	8.82	0.48	1	342	131	69229	1001	doxazosin mesylate	hypertension	0	0	13.32	1	0	210	44	31726	1001	doxazosin mesylate	hypertension	2.56	0.06	14.79	0.33	1	152	104	40435	1001	doxazosin mesylate	hypertension	0.42	1.52196155561863	1.01	0.68	-0.01	0.01	0.03	-0.64	0.18	0	161	161	80
901	enalapril maleate	2.88	2.57	3.23	7.4e-56	308	29725	31645	8802661	901	enalapril maleate	hypertension	1.93	1.5	2.44	4.2e-07	74	6992	1733	315709	901	enalapril maleate	hypertension	16	87.6	1.24	0.03	7.05	0.56	1	427	131	69144	901	enalapril maleate	hypertension	3.6	0.09	21.37	0.25	1	205	43	31731	901	enalapril maleate	hypertension	0	0	6.13	1	0	237	105	40350	901	enalapril maleate	hypertension	0.12	1.12749685157938	1	0.9	-0.01	0.01	0.03	-0.64	0.18	0	161	161	80
937	enalaprilat	3.67	2.96	4.49	2.1e-25	95	7177	31858	8825209	937	enalaprilat	hypertension	1.49	0.74	2.68	0.19	11	1324	1796	321377	937	enalaprilat	hypertension	16	87.6	0	0	13.93	1	0	143	132	69428	937	enalaprilat	hypertension	0	0	50.47	1	0	57	44	31879	937	enalaprilat	hypertension	0	0	16.41	1	0	90	105	40497	937	enalaprilat	hypertension	-11.41	1.10840879071485e-05	323.94	0.97	-0.01	0.01	0.03	-0.64	0.18	0	161	161	80
1473	eplerenone	0.53	0.23	1.05	0.089	8	4138	31945	8828248	1473	eplerenone	hypertension	1.39	0.51	3.05	0.34	6	770	1801	321931	1473	eplerenone	hypertension	16	87.6	0	0	11.29	1	0	176	132	69395	1473	eplerenone	hypertension	0	0	22.94	1	0	123	44	31813	1473	eplerenone	hypertension	0	0	24.47	1	0	61	105	40526	1473	eplerenone	hypertension	-11.18	1.39504331499963e-05	289.74	0.97	-0.01	0.01	0.03	-0.64	0.18	0	161	161	80
1863	epoetin alfa	2.06	1.18	3.36	0.01	16	2144	31937	8830242	1863	epoetin alfa	hypertension	4.39	1.41	10.43	0.0066	5	204	1802	322497	1863	epoetin alfa	hypertension	16	87.6	11.06	0.27	65.76	0.089	1	48	131	69523	1863	epoetin alfa	hypertension	19.51	0.47	121.56	0.052	1	38	43	31898	1863	epoetin alfa	hypertension	0	0	84.07	1	0	19	105	40568	1863	epoetin alfa	hypertension	2.22	9.20733086588225	1.02	0.03	-0.01	0.01	0.03	-0.65	0.18	0	161	161	80
1269	eprosartan mesylate	1.53	0.5	3.58	0.27	5	904	31948	8831482	1269	eprosartan mesylate	hypertension	0.41	0.01	2.28	0.53	1	438	1806	322263	1269	eprosartan mesylate	hypertension	16	87.6	0	0	174.77	1	0	13	132	69558	1269	eprosartan mesylate	hypertension	0	0	377.79	1	0	9	44	31927	1269	eprosartan mesylate	hypertension	0	0	598.43	1	0	4	105	40583	1269	eprosartan mesylate	hypertension	-8.19	0.000277413884240626	244.11	0.97	-0.01	0.01	0.03	-0.64	0.18	0	161	161	80
183	ergoloid mesylates	3.79	0.77	11.21	0.047	3	219	31950	8832167	183	ergoloid mesylates	hypertension	0	0	11.34	1	0	60	1807	322641	183	ergoloid mesylates	hypertension	16	87.6	0	0	15558.38	1	0	1	132	69570	183	ergoloid mesylates	hypertension	0	0	16384	1	0	1	44	31935	183	ergoloid mesylates	hypertension	0	0	Inf	1	0	0	105	40587	183	ergoloid mesylates	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	161	161	80
1520	esomeprazole sodium	0.45	0.05	1.62	0.34	2	1237	31951	8831149	1520	esomeprazole sodium	hypertension	0	0	5.58	1	0	120	1807	322581	1520	esomeprazole sodium	hypertension	16	87.6	0	0	52.98	1	0	39	132	69532	1520	esomeprazole sodium	hypertension	0	0	171	1	0	18	44	31918	1520	esomeprazole sodium	hypertension	0	0	59.84	1	0	26	105	40561	1520	esomeprazole sodium	hypertension	-10.33	3.26390870023928e-05	359.5	0.98	-0.01	0.01	0.03	-0.64	0.18	0	161	161	80
489	ethacrynate sodium	1.35	0.03	7.64	0.52	1	204	31952	8832182	489	ethacrynate sodium	hypertension	0	0	17.73	1	0	39	1807	322662	489	ethacrynate sodium	hypertension	16	87.6	0	0	2906.98	1	0	2	132	69569	489	ethacrynate sodium	hypertension	0	0	Inf	1	0	0	44	31936	489	ethacrynate sodium	hypertension	0	0	946.59	1	0	3	105	40584	489	ethacrynate sodium	hypertension	-7.59	0.0005054810539642	308.25	0.98	-0.01	0.01	0.03	-0.64	0.18	0	161	161	80
488	ethacrynic acid	0.94	0.02	5.28	1	1	294	31952	8832092	488	ethacrynic acid	hypertension	0	0	15.27	1	0	45	1807	322656	488	ethacrynic acid	hypertension	16	87.6	0	0	1279.11	1	0	3	132	69568	488	ethacrynic acid	hypertension	0	0	16384	1	0	1	44	31935	488	ethacrynic acid	hypertension	0	0	946.59	1	0	3	105	40584	488	ethacrynic acid	hypertension	-7.44	0.000587285197545991	265.9	0.98	-0.01	0.01	0.03	-0.64	0.18	0	161	161	80
1028	felodipine	1.73	1.33	2.21	5.2e-05	64	10263	31889	8822123	1028	felodipine	hypertension	0.61	0.28	1.16	0.15	9	2623	1798	320078	1028	felodipine	hypertension	16	87.6	1.36	0.03	7.76	0.52	1	388	131	69183	1028	felodipine	hypertension	3.43	0.08	20.36	0.26	1	215	43	31721	1028	felodipine	hypertension	0	0	7.68	1	0	190	105	40397	1028	felodipine	hypertension	0.3	1.349858807576	1.01	0.77	-0.01	0.01	0.03	-0.64	0.18	0	161	161	80
936	fenofibrate	1.89	1.65	2.16	4.3e-18	227	33269	31726	8799117	936	fenofibrate	hypertension	1.05	0.68	1.56	0.76	25	4253	1782	318448	936	fenofibrate	hypertension	16	87.6	1.08	0.13	3.98	0.71	2	980	130	68591	936	fenofibrate	hypertension	0	0	5.72	1	0	483	44	31453	936	fenofibrate	hypertension	1.5	0.18	5.57	0.39	2	520	103	40067	936	fenofibrate	hypertension	0	1	0.71	1	-0.01	0.01	0.03	-0.64	0.18	0	161	161	80
1658	fenofibric acid	0	0	2.57	0.41	0	398	31953	8831988	1658	fenofibric acid	hypertension	0	0	9.26	1	0	73	1807	322628	1658	fenofibric acid	hypertension	16	87.6	0	0	102.58	1	0	21	132	69550	1658	fenofibric acid	hypertension	0	0	245.55	1	0	13	44	31923	1658	fenofibric acid	hypertension	0	0	228.89	1	0	8	105	40579	1658	fenofibric acid	hypertension	-9.31	9.05145451756109e-05	315.5	0.98	-0.01	0.01	0.03	-0.64	0.18	0	161	161	80
52	ferrous	1.66	1.45	1.89	1.3e-12	231	38496	31722	8793890	52	ferrous	hypertension	0.59	0.3	1.07	0.098	11	3289	1796	319412	52	ferrous	hypertension	16	87.6	2.24	0.6	5.89	0.11	4	958	128	68613	52	ferrous	hypertension	0	0	6.94	1	0	399	44	31537	52	ferrous	hypertension	2.59	0.69	6.88	0.075	4	611	101	39976	52	ferrous	hypertension	0.65	1.9155408290139	0.51	0.2	-0.01	0.01	0.03	-0.64	0.18	0	161	161	80
1721	fibrinolysin	0	0	62.96	1	0	18	31953	8832368	1721	fibrinolysin	hypertension	0	0	270.52	1	0	4	1807	322697	1721	fibrinolysin	hypertension	16	87.6	0	0	Inf	1	0	0	132	69571	1721	fibrinolysin	hypertension	0	0	Inf	1	0	0	44	31936	1721	fibrinolysin	hypertension	0	0	Inf	1	0	0	105	40587	1721	fibrinolysin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	161	161	80
2143	fish oil	0.83	0.71	0.97	0.02	166	54906	31787	8777480	2143	fish oil	hypertension	0.6	0.36	0.96	0.032	18	5301	1789	317400	2143	fish oil	hypertension	16	87.6	1.42	0.38	3.75	0.37	4	1493	128	68078	2143	fish oil	hypertension	2.27	0.27	8.77	0.23	2	655	42	31281	2143	fish oil	hypertension	0.88	0.11	3.28	1	2	874	103	39713	2143	fish oil	hypertension	0.27	1.30996445073325	0.51	0.6	-0.01	0.01	0.03	-0.64	0.18	0	161	161	80
1134	fluvastatin sodium	3.71	2.88	4.71	3.3e-19	69	5143	31884	8827243	1134	fluvastatin sodium	hypertension	0.71	0.15	2.1	0.8	3	749	1804	321952	1134	fluvastatin sodium	hypertension	16	87.6	0	0	26.92	1	0	75	132	69496	1134	fluvastatin sodium	hypertension	0	0	57.64	1	0	50	44	31886	1134	fluvastatin sodium	hypertension	0	0	49.64	1	0	31	105	40556	1134	fluvastatin sodium	hypertension	-10.27	3.46573754250143e-05	264.8	0.97	-0.01	0.01	0.03	-0.64	0.18	0	161	161	80
1048	fosinopril sodium	3.81	2.99	4.77	1.4e-21	76	5529	31877	8826857	1048	fosinopril sodium	hypertension	1.12	0.45	2.33	0.68	7	1112	1800	321589	1048	fosinopril sodium	hypertension	16	87.6	0	0	25.85	1	0	78	132	69493	1048	fosinopril sodium	hypertension	0	0	70.98	1	0	41	44	31895	1048	fosinopril sodium	hypertension	0	0	39.98	1	0	38	105	40549	1048	fosinopril sodium	hypertension	-10.31	3.3298440297091e-05	267.85	0.97	-0.01	0.01	0.03	-0.64	0.18	0	161	161	80
501	furosemide	2.07	1.97	2.18	1.4e-149	1668	228630	30285	8603756	501	furosemide	hypertension	1.02	0.86	1.2	0.8	166	29088	1641	293613	501	furosemide	hypertension	16	87.6	0.88	0.43	1.64	0.88	11	6489	121	63082	501	furosemide	hypertension	1.14	0.35	2.89	0.8	5	3234	39	28702	501	furosemide	hypertension	0.7	0.27	1.49	0.5	7	3776	98	36811	501	furosemide	hypertension	-0.13	0.878095430920561	0.3	0.67	-0.01	0.01	0.03	-0.64	0.18	0	161	161	80
792	gemfibrozil	1.89	1.51	2.33	8.1e-08	87	12753	31866	8819633	792	gemfibrozil	hypertension	1.33	0.66	2.4	0.3	11	1475	1796	321226	792	gemfibrozil	hypertension	16	87.6	3.51	0.42	13.03	0.11	2	304	130	69267	792	gemfibrozil	hypertension	9.22	1.07	35.96	0.022	2	164	42	31772	792	gemfibrozil	hypertension	0	0	10.39	1	0	141	105	40446	792	gemfibrozil	hypertension	1.21	3.35348465254902	0.71	0.09	-0.01	0.01	0.03	-0.64	0.18	0	161	161	80
1256	grepafloxacin	0	0	140.18	1	0	9	31953	8832377	1256	grepafloxacin	hypertension	0	0	270.52	1	0	4	1807	322697	1256	grepafloxacin	hypertension	16	87.6	0	0	Inf	1	0	0	132	69571	1256	grepafloxacin	hypertension	0	0	Inf	1	0	0	44	31936	1256	grepafloxacin	hypertension	0	0	Inf	1	0	0	105	40587	1256	grepafloxacin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	161	161	80
823	guanabenz acetate	0	0	12.88	1	0	81	31953	8832305	823	guanabenz acetate	hypertension	0	0	26.18	1	0	27	1807	322674	823	guanabenz acetate	hypertension	16	87.6	0	0	15558.38	1	0	1	132	69570	823	guanabenz acetate	hypertension	0	0	16384	1	0	1	44	31935	823	guanabenz acetate	hypertension	0	0	Inf	1	0	0	105	40587	823	guanabenz acetate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	161	161	80
377	guanethidine monosulfate	0	0	140.18	1	0	9	31953	8832377	377	guanethidine monosulfate	hypertension	0	0	430.22	1	0	3	1807	322698	377	guanethidine monosulfate	hypertension	16	87.6	0	0	Inf	1	0	0	132	69571	377	guanethidine monosulfate	hypertension	0	0	Inf	1	0	0	44	31936	377	guanethidine monosulfate	hypertension	0	0	Inf	1	0	0	105	40587	377	guanethidine monosulfate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	161	161	80
765	heparin calcium	0.79	0.29	1.73	0.72	6	2093	31947	8830293	765	heparin calcium	hypertension	3.28	0.89	8.54	0.036	4	218	1803	322483	765	heparin calcium	hypertension	16	87.6	0	0	30.69	1	0	66	132	69505	765	heparin calcium	hypertension	0	0	81.55	1	0	36	44	31900	765	heparin calcium	hypertension	0	0	37.93	1	0	40	105	40547	765	heparin calcium	hypertension	-10.25	3.535750085041e-05	273.19	0.97	-0.01	0.01	0.03	-0.64	0.18	0	161	161	80
139	hydralazine	0.79	0.57	1.07	0.14	41	14317	31912	8818069	139	hydralazine	hypertension	0.12	0.01	0.44	2.5e-05	2	2895	1805	319806	139	hydralazine	hypertension	16	87.6	0.57	0.01	3.24	1	1	919	131	68652	139	hydralazine	hypertension	0	0	6.54	1	0	423	44	31513	139	hydralazine	hypertension	0.71	0.02	4.06	1	1	543	104	40044	139	hydralazine	hypertension	-0.71	0.491644197460965	1	0.48	-0.01	0.01	0.03	-0.64	0.18	0	161	161	80
333	hydrochlorothiazide	2.01	1.9	2.13	6.3e-104	1234	173117	30719	8659269	333	hydrochlorothiazide	hypertension	0.94	0.82	1.07	0.34	264	49814	1543	272887	333	hydrochlorothiazide	hypertension	16	87.6	1.45	0.87	2.31	0.11	22	8438	110	61133	333	hydrochlorothiazide	hypertension	0.67	0.13	2.1	0.8	3	3147	41	28789	333	hydrochlorothiazide	hypertension	1.41	0.81	2.33	0.2	19	5513	86	35074	333	hydrochlorothiazide	hypertension	0.18	1.19721736312181	0.23	0.45	-0.01	0.01	0.03	-0.63	0.18	0	161	161	80
815	indapamide	3.1	2.52	3.77	6.3e-22	102	9114	31851	8823272	815	indapamide	hypertension	1.57	1	2.35	0.038	24	2745	1783	319956	815	indapamide	hypertension	16	87.6	2.57	0.52	7.7	0.12	3	625	129	68946	815	indapamide	hypertension	0	0	9.18	1	0	303	44	31633	815	indapamide	hypertension	3.32	0.67	10.07	0.066	3	356	102	40231	815	indapamide	hypertension	0.86	2.36316069370579	0.59	0.14	-0.01	0.01	0.02	-0.64	0.18	0	161	161	80
585	iocetamic acid	11.36	2.29	34.54	0.0027	3	73	31950	8832313	585	iocetamic acid	hypertension	19.87	2.23	83.04	0.0055	2	18	1805	322683	585	iocetamic acid	hypertension	16	87.6	0	0	Inf	1	0	0	132	69571	585	iocetamic acid	hypertension	0	0	Inf	1	0	0	44	31936	585	iocetamic acid	hypertension	0	0	Inf	1	0	0	105	40587	585	iocetamic acid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	161	161	80
1148	ioxilan	0	0	24.77	1	0	43	31953	8832343	1148	ioxilan	hypertension	0	0	953.15	1	0	2	1807	322699	1148	ioxilan	hypertension	16	87.6	0	0	Inf	1	0	0	132	69571	1148	ioxilan	hypertension	0	0	Inf	1	0	0	44	31936	1148	ioxilan	hypertension	0	0	Inf	1	0	0	105	40587	1148	ioxilan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	161	161	80
1274	irbesartan	1.86	1.61	2.14	1.9e-15	200	29744	31753	8802642	1274	irbesartan	hypertension	0.75	0.51	1.05	0.11	33	7843	1774	314858	1274	irbesartan	hypertension	16	87.6	0.78	0.09	2.86	1	2	1354	130	68217	1274	irbesartan	hypertension	1.2	0.03	7.08	0.57	1	607	43	31329	1274	irbesartan	hypertension	0.48	0.01	2.74	0.73	1	797	104	39790	1274	irbesartan	hypertension	-0.35	0.704688089718713	0.71	0.62	-0.01	0.01	0.03	-0.64	0.18	0	161	161	80
579	isosorbide	2.16	1.87	2.48	1.1e-22	207	26604	31746	8805782	579	isosorbide	hypertension	1.51	1.02	2.15	0.034	31	3689	1776	319012	579	isosorbide	hypertension	16	87.6	0	0	2.39	0.41	0	817	132	68754	579	isosorbide	hypertension	0	0	5.84	1	0	473	44	31463	579	isosorbide	hypertension	0	0	3.88	1	0	372	105	40215	579	isosorbide	hypertension	-13.26	1.74283057369118e-06	367.49	0.97	-0.01	0.01	0.03	-0.63	0.18	0	161	161	80
354	isosorbide dinitrate	2.47	1.93	3.1	1.3e-11	74	8304	31879	8824082	354	isosorbide dinitrate	hypertension	1.17	0.5	2.32	0.56	8	1220	1799	321481	354	isosorbide dinitrate	hypertension	16	87.6	0	0	14.13	1	0	141	132	69430	354	isosorbide dinitrate	hypertension	0	0	32.65	1	0	87	44	31849	354	isosorbide dinitrate	hypertension	0	0	25.33	1	0	59	105	40528	354	isosorbide dinitrate	hypertension	-11.24	1.31380231688045e-05	324.91	0.97	-0.01	0.01	0.03	-0.64	0.18	0	161	161	80
917	isosorbide mononitrate	1.96	1.67	2.3	2e-14	159	22425	31794	8809961	917	isosorbide mononitrate	hypertension	1.77	1.16	2.58	0.0065	27	2749	1780	319952	917	isosorbide mononitrate	hypertension	16	87.6	3.65	0.98	9.63	0.027	4	590	128	68981	917	isosorbide mononitrate	hypertension	6.64	1.31	20.97	0.012	3	348	41	31588	917	isosorbide mononitrate	hypertension	1.45	0.04	8.31	0.5	1	268	104	40319	917	isosorbide mononitrate	hypertension	1.31	3.7061737122102	0.51	0.01	-0.01	0.01	0.02	-0.65	0.18	0	161	161	80
976	isradipine	7.45	4.96	10.76	4.8e-16	29	1077	31924	8831309	976	isradipine	hypertension	0.6	0.02	3.36	1	1	299	1806	322402	976	isradipine	hypertension	16	87.6	0	0	310.71	1	0	8	132	69563	976	isradipine	hypertension	0	0	4161.04	1	0	2	44	31934	976	isradipine	hypertension	0	0	228.89	1	0	8	105	40579	976	isradipine	hypertension	-8.59	0.000185956087655102	275.99	0.98	-0.01	0.01	0.03	-0.64	0.18	0	161	161	80
813	ketoconazole	2.62	2.01	3.36	3.4e-11	63	6658	31890	8825728	813	ketoconazole	hypertension	0	0	1.38	0.12	0	480	1807	322221	813	ketoconazole	hypertension	16	87.6	0	0	12.36	1	0	161	132	69410	813	ketoconazole	hypertension	0	0	31.89	1	0	89	44	31847	813	ketoconazole	hypertension	0	0	19.52	1	0	76	105	40511	813	ketoconazole	hypertension	-11.33	1.20072490867864e-05	305.44	0.97	-0.01	0.01	0.03	-0.64	0.18	0	161	161	80
843	labetalol	1.12	0.78	1.56	0.47	35	8636	31918	8823750	843	labetalol	hypertension	0.8	0.36	1.52	0.65	9	2016	1798	320685	843	labetalol	hypertension	16	87.6	0	0	4.31	1	0	456	132	69115	843	labetalol	hypertension	0	0	17.9	1	0	157	44	31779	843	labetalol	hypertension	0	0	4.32	1	0	335	105	40252	843	labetalol	hypertension	-12.57	3.47470838657905e-06	291.1	0.97	-0.01	0.01	0.02	-0.65	0.18	0	161	161	80
1163	lansoprazole	2.73	2.55	2.93	2.3e-135	842	86624	31111	8745762	1163	lansoprazole	hypertension	1.52	1.17	1.95	0.0016	66	7847	1741	314854	1163	lansoprazole	hypertension	16	87.6	0.99	0.2	2.97	1	3	1595	129	67976	1163	lansoprazole	hypertension	0	0	3.62	0.63	0	755	44	31181	1163	lansoprazole	hypertension	1.28	0.26	3.86	0.51	3	912	102	39675	1163	lansoprazole	hypertension	-0.1	0.90483741803596	0.58	0.87	-0.01	0.01	0.03	-0.64	0.18	0	161	161	80
520	liotrix\>	2.19	1.22	3.62	0.0058	15	1893	31938	8830493	520	liotrix\>	hypertension	2.64	1.06	5.5	0.019	7	474	1800	322227	520	liotrix\>	hypertension	16	87.6	0	0	138.49	1	0	16	132	69555	520	liotrix\>	hypertension	0	0	1841.04	1	0	3	44	31933	520	liotrix\>	hypertension	0	0	128.59	1	0	13	105	40574	520	liotrix\>	hypertension	-9.45	7.86895652717947e-05	362.38	0.98	-0.01	0.01	0.03	-0.64	0.18	0	161	161	80
977	lisinopril	1.4	1.31	1.49	2.2e-22	971	193826	30982	8638560	977	lisinopril	hypertension	0.59	0.5	0.7	1.2e-11	164	46430	1643	276271	977	lisinopril	hypertension	16	87.6	0.81	0.47	1.3	0.43	20	12626	112	56945	977	lisinopril	hypertension	0.65	0.22	1.55	0.45	6	6259	38	25677	977	lisinopril	hypertension	0.79	0.41	1.39	0.51	14	6631	91	33956	977	lisinopril	hypertension	-0.33	0.718923733431926	0.24	0.17	-0.01	0.01	0.02	-0.63	0.18	0	161	161	80
1159	losartan potassium	1.84	1.66	2.04	7.1e-26	364	54942	31589	8777444	1159	losartan potassium	hypertension	1.36	1.11	1.65	0.0031	109	14587	1698	308114	1159	losartan potassium	hypertension	16	87.6	2.5	1.17	4.76	0.0099	10	2212	122	67359	1159	losartan potassium	hypertension	0	0	3.31	0.63	0	824	44	31112	1159	losartan potassium	hypertension	2.83	1.31	5.45	0.0047	10	1456	95	39131	1159	losartan potassium	hypertension	0.75	2.11700001661267	0.33	0.02	-0.01	0.01	0.03	-0.63	0.18	0	161	161	80
992	lovastatin	1.52	1.25	1.84	4.9e-05	108	19649	31845	8812737	992	lovastatin	hypertension	0.79	0.41	1.39	0.52	12	2705	1795	319996	992	lovastatin	hypertension	16	87.6	1.74	0.21	6.45	0.32	2	609	130	68962	992	lovastatin	hypertension	3.38	0.08	20.08	0.26	1	218	43	31718	992	lovastatin	hypertension	0.93	0.02	5.33	1	1	415	104	40172	992	lovastatin	hypertension	0.42	1.52196155561863	0.71	0.55	-0.01	0.01	0.03	-0.64	0.18	0	161	161	80
394	methyclothiazide	4.13	0.1	23.79	0.22	1	67	31952	8832319	394	methyclothiazide	hypertension	0	0	53.89	1	0	14	1807	322687	394	methyclothiazide	hypertension	16	87.6	0	0	1279.11	1	0	3	132	69568	394	methyclothiazide	hypertension	0	0	4161.04	1	0	2	44	31934	394	methyclothiazide	hypertension	0	0	12201.34	1	0	1	105	40586	394	methyclothiazide	hypertension	-7.19	0.000754089120493533	305.75	0.98	-0.01	0.01	0.03	-0.64	0.18	0	161	161	80
438	methyldopa	0.87	0.45	1.53	0.79	12	3799	31941	8828587	438	methyldopa	hypertension	0.83	0.33	1.71	0.86	7	1514	1800	321187	438	methyldopa	hypertension	16	87.6	0	0	8.89	1	0	223	132	69348	438	methyldopa	hypertension	0	0	51.4	1	0	56	44	31880	438	methyldopa	hypertension	0	0	7.21	1	0	202	105	40385	438	methyldopa	hypertension	-11.84	7.21029999031283e-06	244.54	0.96	-0.01	0.01	0.02	-0.65	0.18	0	161	161	80
439	methyldopate	1.55	0.67	3.06	0.19	8	1428	31945	8830958	439	methyldopate	hypertension	2.05	0.82	4.27	0.092	7	610	1800	322091	439	methyldopate	hypertension	16	87.6	0	0	39.99	1	0	51	132	69520	439	methyldopate	hypertension	0	0	194.69	1	0	16	44	31920	439	methyldopate	hypertension	0	0	41.16	1	0	37	105	40550	439	methyldopate	hypertension	-10.66	2.34650142835697e-05	325.61	0.97	-0.01	0.01	0.03	-0.64	0.18	0	161	161	80
1017	metoprolol fumarate	1.68	1.39	2.02	2.1e-07	117	19278	31836	8813108	1017	metoprolol fumarate	hypertension	0.94	0.53	1.57	1	15	2834	1792	319867	1017	metoprolol fumarate	hypertension	16	87.6	0	0	3.96	1	0	496	132	69075	1017	metoprolol fumarate	hypertension	0	0	11.74	1	0	238	44	31698	1017	metoprolol fumarate	hypertension	0	0	5.11	1	0	284	105	40303	1017	metoprolol fumarate	hypertension	-12.35	4.32975326609298e-06	283.35	0.97	-0.01	0.01	0.03	-0.64	0.18	0	161	161	80
1058	metoprolol succinate	2.24	2.04	2.46	1.2e-50	448	55719	31505	8776667	1058	metoprolol succinate	hypertension	1.26	0.96	1.62	0.085	63	9001	1744	313700	1058	metoprolol succinate	hypertension	16	87.6	1.68	0.2	6.23	0.34	2	630	130	68941	1058	metoprolol succinate	hypertension	0	0	9.77	1	0	285	44	31651	1058	metoprolol succinate	hypertension	2.12	0.25	7.9	0.25	2	369	103	40218	1058	metoprolol succinate	hypertension	0.41	1.50681778511285	0.71	0.57	-0.01	0.01	0.03	-0.64	0.18	0	161	161	80
718	metoprolol tartrate	1.62	1.45	1.8	9.5e-17	348	59609	31605	8772777	718	metoprolol tartrate	hypertension	1.16	0.89	1.49	0.24	63	9757	1744	312944	718	metoprolol tartrate	hypertension	16	87.6	0	0	1.32	0.12	0	1466	132	68105	718	metoprolol tartrate	hypertension	0	0	3.86	1	0	709	44	31227	718	metoprolol tartrate	hypertension	0.95	0.11	3.52	1	2	816	103	39771	718	metoprolol tartrate	hypertension	-0.43	0.650509094723317	0.71	0.54	-0.01	0.01	0.03	-0.64	0.18	0	161	161	80
878	mexiletine	2.97	1.86	4.51	1.1e-05	22	2049	31931	8830337	878	mexiletine	hypertension	1.27	0.15	4.64	0.67	2	281	1805	322420	878	mexiletine	hypertension	16	87.6	0	0	44.6	1	0	46	132	69525	878	mexiletine	hypertension	0	0	86.41	1	0	34	44	31902	878	mexiletine	hypertension	0	0	128.59	1	0	13	105	40574	878	mexiletine	hypertension	-10.12	4.02661255318714e-05	347.45	0.98	-0.01	0.01	0.03	-0.64	0.18	0	161	161	80
1145	moexipril	1.33	0.43	3.11	0.44	5	1041	31948	8831345	1145	moexipril	hypertension	0	0	3.15	0.64	0	211	1807	322490	1145	moexipril	hypertension	16	87.6	0	0	108.31	1	0	20	132	69551	1145	moexipril	hypertension	0	0	639.65	1	0	6	44	31930	1145	moexipril	hypertension	0	0	109.64	1	0	15	105	40572	1145	moexipril	hypertension	-9.38	8.43952025333374e-05	316.28	0.98	-0.01	0.01	0.03	-0.64	0.18	0	161	161	80
740	nadolol	2.8	2.11	3.63	2.6e-11	57	5641	31896	8826745	740	nadolol	hypertension	1.18	0.38	2.77	0.62	5	757	1802	321944	740	nadolol	hypertension	16	87.6	0	0	12.44	1	0	160	132	69411	740	nadolol	hypertension	0	0	46.28	1	0	62	44	31874	740	nadolol	hypertension	0	0	14.59	1	0	101	105	40486	740	nadolol	hypertension	-11.43	1.08646082614024e-05	307.86	0.97	-0.01	0.01	0.03	-0.64	0.18	0	161	161	80
1525	nebivolol	0.85	0.63	1.13	0.31	48	15517	31905	8816869	1525	nebivolol	hypertension	0.66	0.39	1.05	0.097	18	4820	1789	317881	1525	nebivolol	hypertension	16	87.6	0.43	0.01	2.42	0.73	1	1227	131	68344	1525	nebivolol	hypertension	2.74	0.32	10.57	0.17	2	546	42	31390	1525	nebivolol	hypertension	0	0	1.98	0.27	0	723	105	39864	1525	nebivolol	hypertension	-0.27	0.763379494336853	0.71	0.7	-0.01	0.01	0.03	-0.64	0.18	0	161	161	80
