results.N	results.drug	results.ROR	results.CI_low	results.CI_up	results.pval	results.DrugReac	results.DrugNoReac	results.NoDrugReac	results.NoDrugNoReac	results_indication.N	results_indication.drug	results_indication.indication	results_indication.ROR	results_indication.CI_low	results_indication.CI_up	results_indication.pval	results_indication.DrugReac	results_indication.DrugNoReac	results_indication.NoDrugReac	results_indication.NoDrugNoReac	results_age.N	results_age.drug	results_age.indication	results_age.min_age	results_age.max_age	results_age.ROR	results_age.CI_low	results_age.CI_up	results_age.pval	results_age.DrugReac	results_age.DrugNoReac	results_age.NoDrugReac	results_age.NoDrugNoReac	results_male.N	results_male.drug	results_male.indication	results_male.ROR	results_male.CI_low	results_male.CI_up	results_male.pval	results_male.DrugReac	results_male.DrugNoReac	results_male.NoDrugReac	results_male.NoDrugNoReac	results_female.N	results_female.drug	results_female.indication	results_female.ROR	results_female.CI_low	results_female.CI_up	results_female.pval	results_female.DrugReac	results_female.DrugNoReac	results_female.NoDrugReac	results_female.NoDrugNoReac	results_logReg.N	results_logReg.drug	results_logReg.indication	results_logReg.logOR_Drug	results_logReg.OR_Drug	results_logReg.SE_Drug	results_logReg.pval_Drug	results_logReg.logOR_Age	results_logReg.SE_Age	results_logReg.pval_Age	results_logReg.logOR_Sex	results_logReg.SE_Sex	results_logReg.pval_Sex
55	ascorbic acid	1.52	1.35	1.71	6.9e-11	277	25702	62139	8776221	55	ascorbic acid	hypertension	1.56	1.01	2.32	0.033	25	1978	2592	319913	55	ascorbic acid	hypertension	43.3	85	0.68	0.02	3.87	1	1	159	582	63103	55	ascorbic acid	hypertension	0	0	8.23	1	0	83	177	31720	55	ascorbic acid	hypertension	1.72	0.2	6.42	0.33	2	99	471	40120	55	ascorbic acid	hypertension	0.23	1.25860000992948	0.71	0.75	-0.01	0	0.02	-0.75	0.09	0
56	biotin	2.13	1.79	2.52	1.5e-15	141	9340	62275	8792583	56	biotin	rheumatoid arthritis	2.16	0.93	4.28	0.037	8	764	2238	460777	56	biotin	rheumatoid arthritis	40.2	81	1.49	0.4	3.87	0.35	4	326	951	115617	56	biotin	rheumatoid arthritis	17.63	0.4	128.5	0.061	1	9	160	25401	56	biotin	rheumatoid arthritis	0.97	0.2	2.87	1	3	365	910	107697	56	biotin	rheumatoid arthritis	0.19	1.20924959765725	0.5	0.7	0.02	0	0	-0.32	0.09	0
57	cyanocobalamin	1.38	1.15	1.64	0.00039	132	13480	62284	8788443	57	cyanocobalamin	hypertension	0.37	0.1	0.96	0.042	4	1311	2613	320580	57	cyanocobalamin	hypertension	43.3	85	0.95	0.11	3.49	1	2	228	581	63034	57	cyanocobalamin	hypertension	0	0	6.8	1	0	100	177	31703	57	cyanocobalamin	hypertension	1.72	0.35	5.14	0.26	3	149	470	40070	57	cyanocobalamin	hypertension	0.27	1.30996445073325	0.58	0.64	-0.01	0	0.02	-0.75	0.09	0
58	dexpanthenol	0	0	1.44	0.19	0	363	62416	8801560	58	dexpanthenol	prophylaxis	0	0	13.51	1	0	62	475	104293	58	dexpanthenol	prophylaxis	37.6	80.4	0	0	57.66	1	0	13	127	22055	58	dexpanthenol	prophylaxis	0	0	168.27	1	0	7	58	13745	58	dexpanthenol	prophylaxis	0	0	100.21	1	0	8	86	14466	58	dexpanthenol	prophylaxis	-10.3	3.3633095185719e-05	373.75	0.98	0.02	0.01	0	-0.39	0.17	0.02
59	niacinamide	0.34	0.12	0.73	0.0026	6	2522	62410	8799401	59	niacinamide	crohn s disease	0	0	3.69	0.63	0	355	421	148013	59	niacinamide	crohn s disease	25	75.4	0	0	68.59	1	0	18	100	29682	59	niacinamide	crohn s disease	0	0	240.56	1	0	9	31	14106	59	niacinamide	crohn s disease	0	0	108.01	1	0	12	82	24108	59	niacinamide	crohn s disease	-9.7	6.12834950532221e-05	313.99	0.98	0.02	0.01	0	-0.39	0.21	0.07
60	pyridoxine	0.93	0.71	1.21	0.65	57	8608	62359	8793315	60	pyridoxine	prophylaxis	2.24	0.72	5.3	0.078	5	493	470	103862	60	pyridoxine	prophylaxis	37.6	80.4	0	0	8.98	1	0	74	127	21994	60	pyridoxine	prophylaxis	0	0	15.71	1	0	59	58	13693	60	pyridoxine	prophylaxis	0	0	14.63	1	0	45	86	14429	60	pyridoxine	prophylaxis	-12.2	5.03045560711145e-06	385.65	0.97	0.02	0.01	0	-0.38	0.17	0.02
61	riboflavin 5-phosphate sodium	0	0	13.62	1	0	40	62416	8801883	61	riboflavin 5-phosphate sodium	parenteral nutrition	0	0	2494.17	1	0	11	1	731	61	riboflavin 5-phosphate sodium	parenteral nutrition	85	85	0	0	Inf	1	0	0	0	0	61	riboflavin 5-phosphate sodium	parenteral nutrition	0	0	Inf	1	0	1	0	63	61	riboflavin 5-phosphate sodium	parenteral nutrition	0	0	Inf	1	0	0	1	77	61	riboflavin 5-phosphate sodium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
62	thiamine	1.82	1.48	2.23	6.9e-08	97	7509	62319	8794414	62	thiamine	hypertension	1.88	0.85	3.6	0.064	9	590	2608	321301	62	thiamine	hypertension	43.3	85	2.74	0.56	8.26	0.1	3	119	580	63143	62	thiamine	hypertension	0	0	8.77	1	0	78	177	31725	62	thiamine	hypertension	4.13	0.83	12.73	0.04	3	62	470	40157	62	thiamine	hypertension	0.93	2.53450917761785	0.59	0.11	-0.01	0	0.02	-0.75	0.09	0
63	vitamin a palmitate	2.38	1.85	3.01	2.5e-10	70	4158	62346	8797765	63	vitamin a palmitate	hypertension	2.62	0.95	5.78	0.031	6	282	2611	321609	63	vitamin a palmitate	hypertension	43.3	85	2.01	0.05	11.74	0.4	1	54	582	63208	63	vitamin a palmitate	hypertension	0	0	59.46	1	0	13	177	31790	63	vitamin a palmitate	hypertension	1.74	0.04	10.19	0.44	1	49	472	40170	63	vitamin a palmitate	hypertension	0.44	1.55270721851134	1.01	0.66	-0.01	0	0.02	-0.75	0.09	0
64	vitamin e	2.14	1.92	2.39	3.7e-36	348	22951	62068	8778972	64	vitamin e	hypertension	1.48	0.93	2.26	0.068	22	1828	2595	320063	64	vitamin e	hypertension	43.3	85	2.02	0.86	4.05	0.068	8	432	575	62830	64	vitamin e	hypertension	3.66	0.74	11.09	0.053	3	149	174	31654	64	vitamin e	hypertension	1.34	0.43	3.17	0.43	5	319	468	39900	64	vitamin e	hypertension	0.58	1.78603843075007	0.36	0.11	-0.01	0	0.01	-0.75	0.09	0
65	dienestrol	0	0	50.76	1	0	12	62416	8801911	65	dienestrol	hormone replacement therapy	0	0	349.21	1	0	4	177	40624	65	dienestrol	hormone replacement therapy	39.8	73	0	0	Inf	1	0	0	53	2896	65	dienestrol	hormone replacement therapy	0	0	Inf	1	0	0	28	1212	65	dienestrol	hormone replacement therapy	0	0	Inf	1	0	0	32	2228	65	dienestrol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
66	methadone	1.61	1.44	1.8	4.5e-15	321	28213	62095	8773710	66	methadone	pain	2.19	1.78	2.67	2.3e-12	106	3494	2640	190713	66	methadone	pain	33	80.8	1.1	0.56	1.95	0.76	12	626	608	34816	66	methadone	pain	1.06	0.34	2.55	0.81	5	355	200	15121	66	methadone	pain	1.22	0.52	2.45	0.55	8	363	481	26595	66	methadone	pain	0.15	1.16183424272828	0.28	0.6	0	0	0.75	-0.32	0.08	0
67	propylthiouracil	0.41	0.08	1.21	0.13	3	1027	62413	8800896	67	propylthiouracil	hyperthyroidism	0.42	0.01	2.56	0.72	1	270	32	3665	67	propylthiouracil	hyperthyroidism	29.6	80.8	0	0	19.55	1	0	33	6	731	67	propylthiouracil	hyperthyroidism	0	0	836.3	1	0	11	1	238	67	propylthiouracil	hyperthyroidism	0	0	11.51	1	0	40	7	641	67	propylthiouracil	hyperthyroidism	-15.17	2.58079025122581e-07	1485.9	0.99	-0.02	0.02	0.38	-0.93	1.07	0.39
68	dibucaine	1.81	0.05	10.37	0.43	1	78	62415	8801845	68	dibucaine	prophylaxis	0	0	66.43	1	0	14	475	104341	68	dibucaine	prophylaxis	37.6	80.4	0	0	930.82	1	0	2	127	22066	68	dibucaine	prophylaxis	0	0	1348.71	1	0	2	58	13750	68	dibucaine	prophylaxis	0	0	5953.32	1	0	1	86	14473	68	dibucaine	prophylaxis	-8.14	0.000291637198235574	305.04	0.98	0.02	0.01	0	-0.39	0.17	0.02
69	hexachlorophene	2	0.24	7.36	0.27	2	141	62414	8801782	69	hexachlorophene	peritoneal dialysis	0	0	568.49	1	0	10	93	117617	69	hexachlorophene	peritoneal dialysis	39	84.1	0	0	2900.96	1	0	4	10	16357	69	hexachlorophene	peritoneal dialysis	0	0	8192	1	0	3	4	10128	69	hexachlorophene	peritoneal dialysis	0	0	6726.35	1	0	2	8	8937	69	hexachlorophene	peritoneal dialysis	-9.09	0.000112788068523029	1053.53	0.99	0.03	0.02	0.18	-0.89	0.61	0.15
70	lindane	1.96	0.23	7.21	0.27	2	144	62414	8801779	70	lindane	lice infestation	0	0	Inf	1	0	49	0	688	70	lindane	lice infestation	NA	NA	0	0	Inf	1	0	0	0	0	70	lindane	lice infestation	0	0	Inf	1	0	0	0	24	70	lindane	lice infestation	0	0	Inf	1	0	3	0	101	70	lindane	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
71	sulfamerazine	0	0	23.44	1	0	24	62416	8801899	71	sulfamerazine	chronic lymphocytic leukaemia	0	0	223.53	1	0	7	69	21855	71	sulfamerazine	chronic lymphocytic leukaemia	51.8	78.1	0	0	Inf	1	0	0	35	6048	71	sulfamerazine	chronic lymphocytic leukaemia	0	0	Inf	1	0	0	25	5387	71	sulfamerazine	chronic lymphocytic leukaemia	0	0	Inf	1	0	0	14	2995	71	sulfamerazine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
72	trisulfapyrimidines\>	5.22	3.77	7.06	9.4e-18	44	1189	62372	8800734	72	trisulfapyrimidines\>	hiv infection	0	0	10.42	1	0	129	165	58597	72	trisulfapyrimidines\>	hiv infection	33.1	69.6	0	0	194.87	1	0	6	31	6849	72	trisulfapyrimidines\>	hiv infection	0	0	137.39	1	0	8	26	5790	72	trisulfapyrimidines\>	hiv infection	0	0	1025.16	1	0	3	9	3467	72	trisulfapyrimidines\>	hiv infection	-10.9	1.84582339957806e-05	705.5	0.99	0.03	0.01	0.01	0.26	0.4	0.53
74	isoproterenol	1.31	0.16	4.77	0.67	2	216	62414	8801707	74	isoproterenol	ventricular tachycardia	0	0	792.85	1	0	12	2	1708	74	isoproterenol	ventricular tachycardia	83.4	83.4	0	0	Inf	1	0	0	0	0	74	isoproterenol	ventricular tachycardia	0	0	Inf	1	0	0	0	237	74	isoproterenol	ventricular tachycardia	0	0	4123.15	1	0	1	1	112	74	isoproterenol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
75	theophylline sodium glycinate	0	0	153.99	1	0	5	62416	8801918	75	theophylline sodium glycinate	asthma	0	0	223.37	1	0	4	698	102716	75	theophylline sodium glycinate	asthma	24.2	80.2	0	0	Inf	1	0	0	186	17451	75	theophylline sodium glycinate	asthma	0	0	Inf	1	0	0	44	6361	75	theophylline sodium glycinate	asthma	0	0	Inf	1	0	0	162	14858	75	theophylline sodium glycinate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
76	hyaluronidase	0.93	0.11	3.39	1	2	303	62414	8801620	76	hyaluronidase	local anaesthesia	0	0	36.92	1	0	55	7	2859	76	hyaluronidase	local anaesthesia	16.8	48.2	0	0	Inf	1	0	0	0	223	76	hyaluronidase	local anaesthesia	0	0	7626.41	1	0	1	1	221	76	hyaluronidase	local anaesthesia	0	0	Inf	1	0	0	1	362	76	hyaluronidase	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
77	tolazoline	0	0	36.6	1	0	16	62416	8801907	77	tolazoline	patent ductus arteriosus	0	0	Inf	1	0	5	0	1240	77	tolazoline	patent ductus arteriosus	NA	NA	0	0	Inf	1	0	0	0	0	77	tolazoline	patent ductus arteriosus	0	0	Inf	1	0	0	0	19	77	tolazoline	patent ductus arteriosus	0	0	Inf	1	0	0	0	39	77	tolazoline	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
78	doxylamine succinate	1.12	0.58	1.96	0.64	12	1515	62404	8800408	78	doxylamine succinate	insomnia	0.78	0.16	2.32	1	3	257	1031	69240	78	doxylamine succinate	insomnia	29	78	2.49	0.29	9.67	0.2	2	44	214	11744	78	doxylamine succinate	insomnia	2.99	0.07	18.63	0.29	1	29	64	5555	78	doxylamine succinate	insomnia	1.52	0.04	9.16	0.49	1	33	179	8956	78	doxylamine succinate	insomnia	0.77	2.15976625378492	0.72	0.29	-0.01	0	0	-0.53	0.15	0
79	amodiaquine	0	0	11.78	1	0	46	62416	8801877	79	amodiaquine	malaria	0	0	25.67	1	0	17	8	686	79	amodiaquine	malaria	NA	NA	0	0	Inf	1	0	0	0	0	79	amodiaquine	malaria	0	0	Inf	1	0	0	0	46	79	amodiaquine	malaria	0	0	Inf	1	0	0	0	48	79	amodiaquine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
80	diethylcarbamazine citrate	0	0	7.31	1	0	73	62416	8801850	80	diethylcarbamazine citrate	filariasis lymphatic	0	0	Inf	1	0	35	0	107	80	diethylcarbamazine citrate	filariasis lymphatic	NA	NA	0	0	Inf	1	0	0	0	0	80	diethylcarbamazine citrate	filariasis lymphatic	0	0	Inf	1	0	0	0	5	80	diethylcarbamazine citrate	filariasis lymphatic	0	0	Inf	1	0	0	0	7	80	diethylcarbamazine citrate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
81	protamine	0.32	0.13	0.65	0.00037	7	3115	62409	8798808	81	protamine	coronary artery bypass	0.12	0	0.75	0.0088	1	1374	21	3470	81	protamine	coronary artery bypass	67	67	0	0	Inf	1	0	0	0	0	81	protamine	coronary artery bypass	0	0	2378.25	1	0	3	1	189	81	protamine	coronary artery bypass	0	0	Inf	1	0	0	0	38	81	protamine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
82	calcium gluceptate	0	0	32.06	1	0	18	62416	8801905	82	calcium gluceptate	multiple myeloma	0	0	909.94	1	0	3	159	58618	82	calcium gluceptate	multiple myeloma	NA	NA	0	0	Inf	1	0	0	0	0	82	calcium gluceptate	multiple myeloma	0	0	Inf	1	0	0	0	0	82	calcium gluceptate	multiple myeloma	0	0	Inf	1	0	0	0	0	82	calcium gluceptate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
83	lidocaine	1.47	1.32	1.63	3.7e-12	373	35854	62043	8766069	83	lidocaine	pain	1.19	0.93	1.5	0.14	75	4466	2671	189741	83	lidocaine	pain	33	80.8	0.9	0.53	1.43	0.73	18	1145	602	34297	83	lidocaine	pain	1.09	0.39	2.44	0.83	6	415	199	15061	83	lidocaine	pain	0.93	0.52	1.53	0.9	16	948	473	26010	83	lidocaine	pain	-0.03	0.970445533548508	0.22	0.88	0	0	0.76	-0.32	0.08	0
84	epinephrine	0.66	0.53	0.8	1.1e-05	99	21205	62317	8780718	84	epinephrine	immunodeficiency common variable	0.15	0.02	0.64	0.0033	2	2899	16	3476	84	epinephrine	immunodeficiency common variable	39	70	0	0	2.27	0.15	0	489	4	728	84	epinephrine	immunodeficiency common variable	0.77	0.01	14.86	1	1	170	2	261	84	epinephrine	immunodeficiency common variable	0	0	2.05	0.14	0	634	4	854	84	epinephrine	immunodeficiency common variable	-1.44	0.236927758682122	1.09	0.19	0	0.02	0.96	0.91	0.78	0.24
85	sulfisoxazole	0	0	10.58	1	0	51	62416	8801872	85	sulfisoxazole	pyuria	0	0	Inf	1	0	2	0	24	85	sulfisoxazole	pyuria	NA	NA	0	0	Inf	1	0	0	0	0	85	sulfisoxazole	pyuria	0	0	Inf	1	0	0	0	1	85	sulfisoxazole	pyuria	0	0	Inf	1	0	1	0	4	85	sulfisoxazole	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
86	sulfanilamide	0	0	16.16	1	0	34	62416	8801889	86	sulfanilamide	bipolar disorder	0	0	2282.2	1	0	1	884	53641	86	sulfanilamide	bipolar disorder	21.8	69.2	0	0	1847.02	1	0	1	124	6046	86	sulfanilamide	bipolar disorder	0	0	Inf	1	0	0	42	2858	86	sulfanilamide	bipolar disorder	0	0	1851.02	1	0	1	96	4691	86	sulfanilamide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
87	bethanechol chloride	3.28	1.74	5.66	0.00027	13	559	62403	8801364	87	bethanechol chloride	multiple sclerosis	0.57	0.07	2.13	0.59	2	88	16781	421831	87	bethanechol chloride	multiple sclerosis	31	69	0	0	4.25	1	0	20	2639	55274	87	bethanechol chloride	multiple sclerosis	0	0	36.3	1	0	4	573	13707	87	bethanechol chloride	multiple sclerosis	0	0	4.09	1	0	21	2382	50664	87	bethanechol chloride	multiple sclerosis	-10.63	2.41796303577884e-05	106.97	0.92	0.01	0	0	-0.11	0.05	0.02
88	ammonium chloride	0.59	0.01	3.32	1	1	239	62415	8801684	88	ammonium chloride	premedication	0	0	157.24	1	0	5	200	28654	88	ammonium chloride	premedication	27	78	0	0	Inf	1	0	0	48	5525	88	ammonium chloride	premedication	0	0	Inf	1	0	0	12	2837	88	ammonium chloride	premedication	0	0	Inf	1	0	0	43	4065	88	ammonium chloride	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
89	caffeine	1.51	1.26	1.81	1.6e-05	125	11654	62291	8790269	89	caffeine	migraine	1.18	0.77	1.73	0.4	28	1818	518	39668	89	caffeine	migraine	24	68.1	1.31	0.58	2.59	0.43	9	364	128	6764	89	caffeine	migraine	1.32	0.03	9.31	0.55	1	69	11	1000	89	caffeine	migraine	1.24	0.55	2.44	0.56	9	383	132	6942	89	caffeine	migraine	0.18	1.19721736312181	0.33	0.59	0.01	0.01	0.19	-0.54	0.3	0.07
90	ergotamine tartrate	1.66	0.54	3.9	0.24	5	425	62411	8801498	90	ergotamine tartrate	migraine	1.5	0.31	4.5	0.46	3	152	543	41334	90	ergotamine tartrate	migraine	24	68.1	0	0	26.6	1	0	9	137	7119	90	ergotamine tartrate	migraine	0	0	487.21	1	0	2	12	1067	90	ergotamine tartrate	migraine	0	0	17.2	1	0	13	141	7312	90	ergotamine tartrate	migraine	-11.69	8.37717342908886e-06	374.72	0.98	0.01	0.01	0.16	-0.54	0.3	0.08
92	mechlorethamine	0.13	0	0.75	0.009	1	1054	62415	8800869	92	mechlorethamine	hodgkin s disease	0	0	7.66	1	0	168	15	4574	92	mechlorethamine	hodgkin s disease	29.7	49.4	0	0	107.09	1	0	13	2	251	92	mechlorethamine	hodgkin s disease	0	0	213.77	1	0	13	2	503	92	mechlorethamine	hodgkin s disease	0	0	1390.85	1	0	11	1	400	92	mechlorethamine	hodgkin s disease	-13.98	8.48326713500191e-07	2179.24	0.99	-0.02	0.03	0.54	0.52	1.23	0.68
93	methoxamine	0	0	13.99	1	0	39	62416	8801884	93	methoxamine	general anaesthesia	0	0	236.17	1	0	5	14	2801	93	methoxamine	general anaesthesia	18.7	73.6	0	0	Inf	1	0	0	1	460	93	methoxamine	general anaesthesia	0	0	Inf	1	0	0	1	248	93	methoxamine	general anaesthesia	0	0	Inf	1	0	0	2	360	93	methoxamine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
94	trihexyphenidyl	1.69	1.22	2.28	0.0014	43	3586	62373	8798337	94	trihexyphenidyl	schizophrenia	0	0	1.13	0.084	0	754	263	60022	94	trihexyphenidyl	schizophrenia	20.1	71.3	0	0	5.61	1	0	116	46	7676	94	trihexyphenidyl	schizophrenia	0	0	8.37	1	0	85	30	5329	94	trihexyphenidyl	schizophrenia	0	0	16.98	1	0	38	22	3383	94	trihexyphenidyl	schizophrenia	-13.47	1.41271100642925e-06	587.74	0.98	0.01	0.01	0.45	-0.12	0.28	0.67
95	paramethadione	0	0	735.87	1	0	2	62416	8801921	95	paramethadione	epilepsy	0	0	2753.75	1	0	1	616	45449	95	paramethadione	epilepsy	12	74.2	0	0	Inf	1	0	0	86	5823	95	paramethadione	epilepsy	0	0	Inf	1	0	0	45	3548	95	paramethadione	epilepsy	0	0	Inf	1	0	0	52	4188	95	paramethadione	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
96	aminosalicylic acid	0.24	0.01	1.36	0.2	1	579	62415	8801344	96	aminosalicylic acid	tuberculosis	0	0	7.03	1	0	158	15	3944	96	aminosalicylic acid	tuberculosis	16.5	55	0	0	383.97	1	0	63	1	623	96	aminosalicylic acid	tuberculosis	0	0	468.61	1	0	48	1	580	96	aminosalicylic acid	tuberculosis	0	0	39.79	1	0	30	3	480	96	aminosalicylic acid	tuberculosis	-14.99	3.08976689934304e-07	1957.75	0.99	-0.01	0.03	0.64	-1.22	1.17	0.3
97	aminosalicylate sodium	0	0	17.82	1	0	31	62416	8801892	97	aminosalicylate sodium	tuberculosis	0	0	151.99	1	0	9	15	4093	97	aminosalicylate sodium	tuberculosis	16.5	55	0	0	4911.44	1	0	5	1	681	97	aminosalicylate sodium	tuberculosis	0	0	4523.28	1	0	5	1	623	97	aminosalicylate sodium	tuberculosis	0	0	6007.73	1	0	1	3	509	97	aminosalicylate sodium	tuberculosis	-11.55	9.63604310396385e-06	1581.58	0.99	-0.01	0.03	0.7	-1.24	1.17	0.29
98	sulfisoxazole diolamine	0	0	34.17	1	0	17	62416	8801906	98	sulfisoxazole diolamine	pyuria	0	0	Inf	1	0	2	0	24	98	sulfisoxazole diolamine	pyuria	NA	NA	0	0	Inf	1	0	0	0	0	98	sulfisoxazole diolamine	pyuria	0	0	Inf	1	0	0	0	1	98	sulfisoxazole diolamine	pyuria	0	0	Inf	1	0	1	0	4	98	sulfisoxazole diolamine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
99	chlorpheniramine maleate	0.64	0.38	1.01	0.057	18	3960	62398	8797963	99	chlorpheniramine maleate	prophylaxis	0.46	0.01	2.61	0.73	1	473	474	103882	99	chlorpheniramine maleate	prophylaxis	37.6	80.4	0	0	12.67	1	0	53	127	22015	99	chlorpheniramine maleate	prophylaxis	0	0	22.94	1	0	41	58	13711	99	chlorpheniramine maleate	prophylaxis	0	0	15.72	1	0	42	86	14432	99	chlorpheniramine maleate	prophylaxis	-12.2	5.03045560711145e-06	430.56	0.98	0.02	0.01	0	-0.39	0.17	0.02
100	crotamiton	0	0	0.83	0.027	0	627	62416	8801296	100	crotamiton	prophylaxis	0	0	8.2	1	0	101	475	104254	100	crotamiton	prophylaxis	37.6	80.4	0	0	63.12	1	0	12	127	22056	100	crotamiton	prophylaxis	0	0	122.77	1	0	9	58	13743	100	crotamiton	prophylaxis	0	0	144.9	1	0	6	86	14468	100	crotamiton	prophylaxis	-10.17	3.83023234165555e-05	374.6	0.98	0.02	0.01	0	-0.39	0.17	0.02
102	sulfasalazine	0.56	0.45	0.7	5.6e-09	88	21955	62328	8779968	102	sulfasalazine	rheumatoid arthritis	0.73	0.53	0.98	0.035	44	12313	2202	449228	102	sulfasalazine	rheumatoid arthritis	40.2	81	0.51	0.27	0.88	0.014	13	3038	942	112905	102	sulfasalazine	rheumatoid arthritis	0.38	0.05	1.39	0.25	2	820	159	24590	102	sulfasalazine	rheumatoid arthritis	0.53	0.27	0.93	0.023	12	2660	901	105402	102	sulfasalazine	rheumatoid arthritis	-0.71	0.491644197460965	0.27	0.01	0.02	0	0	-0.32	0.09	0
103	cortisone acetate	0.92	0.57	1.41	0.83	21	3206	62395	8798717	103	cortisone acetate	rheumatoid arthritis	0.86	0.1	3.13	1	2	478	2244	461063	103	cortisone acetate	rheumatoid arthritis	40.2	81	0	0	20.2	1	0	24	955	115919	103	cortisone acetate	rheumatoid arthritis	0	0	135.22	1	0	6	161	25404	103	cortisone acetate	rheumatoid arthritis	0	0	25.41	1	0	19	913	108043	103	cortisone acetate	rheumatoid arthritis	-8.7	0.000166585810987634	106.58	0.93	0.02	0	0	-0.32	0.09	0
104	procainamide	0.98	0.12	3.56	1	2	289	62414	8801634	104	procainamide	ventricular tachycardia	0	0	327.76	1	0	28	2	1692	104	procainamide	ventricular tachycardia	83.4	83.4	0	0	Inf	1	0	0	0	0	104	procainamide	ventricular tachycardia	0	0	Inf	1	0	5	0	232	104	procainamide	ventricular tachycardia	0	0	1411.2	1	0	3	1	110	104	procainamide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
106	aspirin	1.29	1.25	1.34	5.7e-42	3240	358174	59176	8443749	106	aspirin	hypertension	1.18	1.06	1.32	0.0029	392	41788	2225	280103	106	aspirin	hypertension	43.3	85	1.24	0.99	1.55	0.053	96	8650	487	54612	106	aspirin	hypertension	1.52	1.03	2.2	0.033	37	4717	140	27086	106	aspirin	hypertension	1.22	0.92	1.59	0.15	66	4719	407	35500	106	aspirin	hypertension	0.3	1.349858807576	0.11	0.01	-0.01	0	0.01	-0.76	0.09	0
107	oxycodone	1.87	1.79	1.96	2e-141	2042	155991	60374	8645932	107	oxycodone	pain	1.5	1.37	1.64	7e-18	652	33425	2094	160782	107	oxycodone	pain	33	80.8	1.05	0.84	1.28	0.67	115	6340	505	29102	107	oxycodone	pain	0.99	0.68	1.41	1	40	3041	165	12435	107	oxycodone	pain	1.2	0.94	1.52	0.13	88	4169	401	22789	107	oxycodone	pain	0.12	1.12749685157938	0.1	0.22	0	0	0.73	-0.32	0.08	0
108	oxycodone terephthalate	2.06	1.34	3.03	0.00095	26	1780	62390	8800143	108	oxycodone terephthalate	pain	1.19	0.48	2.48	0.53	7	415	2739	193792	108	oxycodone terephthalate	pain	33	80.8	1.68	0.04	10.06	0.46	1	34	619	35408	108	oxycodone terephthalate	pain	0	0	24.94	1	0	13	205	15463	108	oxycodone terephthalate	pain	2.04	0.05	12.46	0.4	1	27	488	26931	108	oxycodone terephthalate	pain	0.42	1.52196155561863	1.01	0.68	0	0	0.76	-0.32	0.08	0
109	methantheline bromide	0	0	11.78	1	0	46	62416	8801877	109	methantheline bromide	depression	0	0	15.76	1	0	14	3890	203252	109	methantheline bromide	depression	26.8	78	0	0	Inf	1	0	0	756	29826	109	methantheline bromide	depression	0	0	Inf	1	0	0	233	10851	109	methantheline bromide	depression	0	0	Inf	1	0	0	611	25444	109	methantheline bromide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
110	secobarbital sodium	0	0	18.45	1	0	30	62416	8801893	110	secobarbital sodium	insomnia	0	0	73.41	1	0	5	1034	69492	110	secobarbital sodium	insomnia	29	78	0	0	Inf	1	0	0	216	11788	110	secobarbital sodium	insomnia	0	0	Inf	1	0	0	65	5584	110	secobarbital sodium	insomnia	0	0	Inf	1	0	0	180	8989	110	secobarbital sodium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
111	dicyclomine	2.35	2.01	2.72	2e-23	180	10835	62236	8791088	111	dicyclomine	crohn s disease	2.19	1.04	4.08	0.029	10	1628	411	146740	111	dicyclomine	crohn s disease	25	75.4	2.53	0.51	7.69	0.12	3	358	97	29342	111	dicyclomine	crohn s disease	0	0	18.59	1	0	97	31	14018	111	dicyclomine	crohn s disease	2.7	0.54	8.24	0.11	3	335	79	23785	111	dicyclomine	crohn s disease	0.78	2.1814722654982	0.59	0.18	0.02	0.01	0	-0.38	0.21	0.08
112	corticotropin	1.21	0.84	1.67	0.27	36	4212	62380	8797711	112	corticotropin	infantile spasms	0	0	Inf	1	0	315	0	3720	112	corticotropin	infantile spasms	NA	NA	0	0	Inf	1	0	0	0	0	112	corticotropin	infantile spasms	0	0	Inf	1	0	37	0	539	112	corticotropin	infantile spasms	0	0	Inf	1	0	32	0	478	112	corticotropin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
