results.N	results.drug	results.ROR	results.CI_low	results.CI_up	results.pval	results.DrugReac	results.DrugNoReac	results.NoDrugReac	results.NoDrugNoReac	results_indication.N	results_indication.drug	results_indication.indication	results_indication.ROR	results_indication.CI_low	results_indication.CI_up	results_indication.pval	results_indication.DrugReac	results_indication.DrugNoReac	results_indication.NoDrugReac	results_indication.NoDrugNoReac	results_age.N	results_age.drug	results_age.indication	results_age.min_age	results_age.max_age	results_age.ROR	results_age.CI_low	results_age.CI_up	results_age.pval	results_age.DrugReac	results_age.DrugNoReac	results_age.NoDrugReac	results_age.NoDrugNoReac	results_male.N	results_male.drug	results_male.indication	results_male.ROR	results_male.CI_low	results_male.CI_up	results_male.pval	results_male.DrugReac	results_male.DrugNoReac	results_male.NoDrugReac	results_male.NoDrugNoReac	results_female.N	results_female.drug	results_female.indication	results_female.ROR	results_female.CI_low	results_female.CI_up	results_female.pval	results_female.DrugReac	results_female.DrugNoReac	results_female.NoDrugReac	results_female.NoDrugNoReac	results_logReg.N	results_logReg.drug	results_logReg.indication	results_logReg.logOR_Drug	results_logReg.OR_Drug	results_logReg.SE_Drug	results_logReg.pval_Drug	results_logReg.logOR_Age	results_logReg.SE_Age	results_logReg.pval_Age	results_logReg.logOR_Sex	results_logReg.SE_Sex	results_logReg.pval_Sex
55	ascorbic acid	2.11	1.98	2.24	7.6e-106	1117	24862	184307	8654053	55	ascorbic acid	hypertension	1.38	1.06	1.77	0.013	66	1937	7759	314746	55	ascorbic acid	hypertension	36.8	82.7	0	0	1.35	0.12	0	157	1102	62350	55	ascorbic acid	hypertension	0	0	3.2	0.63	0	83	449	31448	55	ascorbic acid	hypertension	0	0	1.91	0.27	0	101	777	39814	55	ascorbic acid	hypertension	-11.4	1.11954848425909e-05	106.19	0.91	-0.02	0	0	-0.33	0.06	0
56	biotin	1.71	1.52	1.9	8.9e-19	333	9148	185091	8669767	56	biotin	rheumatoid arthritis	1	0.43	1.99	0.86	8	764	4779	458236	56	biotin	rheumatoid arthritis	34.5	75.7	0.81	0.17	2.39	1	3	318	1334	114115	56	biotin	rheumatoid arthritis	0	0	45.82	1	0	10	248	25313	56	biotin	rheumatoid arthritis	0.71	0.15	2.11	0.8	3	365	1236	107371	56	biotin	rheumatoid arthritis	-0.34	0.71177032276261	0.58	0.56	-0.01	0	0	-0.15	0.07	0.03
57	cyanocobalamin	1.78	1.62	1.95	4.5e-31	498	13114	184926	8665801	57	cyanocobalamin	hypertension	0.94	0.63	1.36	0.86	30	1285	7795	315398	57	cyanocobalamin	hypertension	36.8	82.7	0.5	0.06	1.83	0.45	2	227	1100	62280	57	cyanocobalamin	hypertension	0	0	2.64	0.41	0	100	449	31431	57	cyanocobalamin	hypertension	0.68	0.08	2.52	1	2	150	775	39765	57	cyanocobalamin	hypertension	-0.72	0.486752255959972	0.71	0.31	-0.02	0	0	-0.34	0.06	0
58	dexpanthenol	1.33	0.63	2.47	0.36	10	353	185414	8678562	58	dexpanthenol	prophylaxis	0	0	3.77	0.63	0	62	1677	103091	58	dexpanthenol	prophylaxis	27	79.5	0	0	22.86	1	0	15	284	23160	58	dexpanthenol	prophylaxis	0	0	75.43	1	0	7	127	13676	58	dexpanthenol	prophylaxis	0	0	44.6	1	0	8	190	14362	58	dexpanthenol	prophylaxis	-10.07	4.2330613934705e-05	227.37	0.96	-0.01	0	0.01	-0.33	0.12	0
59	niacinamide	0.89	0.65	1.18	0.49	47	2481	185377	8676434	59	niacinamide	crohn s disease	0	0	1.05	0.055	0	355	1466	146968	59	niacinamide	crohn s disease	16.1	72.4	0	0	24.06	1	0	19	307	34293	59	niacinamide	crohn s disease	0	0	58.4	1	0	9	123	14014	59	niacinamide	crohn s disease	0	0	39.51	1	0	12	220	23970	59	niacinamide	crohn s disease	-9.86	5.22223496757448e-05	192.62	0.96	0	0	0.67	-0.04	0.11	0.72
60	pyridoxine	1.43	1.25	1.61	1.1e-07	256	8409	185168	8670506	60	pyridoxine	prophylaxis	1.26	0.6	2.35	0.47	10	488	1667	102665	60	pyridoxine	prophylaxis	27	79.5	0	0	3.77	0.63	0	82	284	23093	60	pyridoxine	prophylaxis	0	0	7.02	1	0	59	127	13624	60	pyridoxine	prophylaxis	0	0	6.5	1	0	45	190	14325	60	pyridoxine	prophylaxis	-12.08	5.67182285902797e-06	234.37	0.96	-0.01	0	0.01	-0.33	0.12	0
61	riboflavin 5-phosphate sodium	0	0	4.52	1	0	40	185424	8678875	61	riboflavin 5-phosphate sodium	parenteral nutrition	0	0	2494.17	1	0	11	1	731	61	riboflavin 5-phosphate sodium	parenteral nutrition	NA	NA	0	0	Inf	1	0	0	0	0	61	riboflavin 5-phosphate sodium	parenteral nutrition	0	0	Inf	1	0	1	0	63	61	riboflavin 5-phosphate sodium	parenteral nutrition	0	0	Inf	1	0	0	0	78	61	riboflavin 5-phosphate sodium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
62	thiamine	1.62	1.42	1.83	2.4e-12	254	7352	185170	8671563	62	thiamine	hypertension	0.55	0.24	1.09	0.11	8	591	7817	316092	62	thiamine	hypertension	36.8	82.7	0.43	0.01	2.44	0.73	1	132	1101	62375	62	thiamine	hypertension	0	0	3.41	0.63	0	78	449	31453	62	thiamine	hypertension	0.8	0.02	4.65	1	1	64	776	39851	62	thiamine	hypertension	-0.92	0.398519041084514	1	0.36	-0.02	0	0	-0.33	0.06	0
63	vitamin a palmitate	1.63	1.37	1.92	1.2e-07	142	4086	185282	8674829	63	vitamin a palmitate	hypertension	1.46	0.69	2.72	0.24	10	278	7815	316405	63	vitamin a palmitate	hypertension	36.8	82.7	0	0	4.01	1	0	54	1102	62453	63	vitamin a palmitate	hypertension	0	0	23.11	1	0	13	449	31518	63	vitamin a palmitate	hypertension	0	0	3.94	1	0	50	777	39865	63	vitamin a palmitate	hypertension	-10.51	2.72624571007596e-05	110.41	0.92	-0.02	0	0	-0.34	0.06	0
64	vitamin e	2.62	2.48	2.78	3.3e-181	1232	22067	184192	8656848	64	vitamin e	hypertension	2.01	1.6	2.49	8.2e-09	87	1763	7738	314920	64	vitamin e	hypertension	36.8	82.7	0.79	0.29	1.74	0.71	6	431	1096	62076	64	vitamin e	hypertension	1.91	0.51	5.02	0.17	4	148	445	31383	64	vitamin e	hypertension	0.32	0.04	1.16	0.1	2	322	775	39593	64	vitamin e	hypertension	-0.27	0.763379494336853	0.41	0.51	-0.02	0	0	-0.34	0.06	0
65	dienestrol	0	0	16.84	1	0	12	185424	8678903	65	dienestrol	hormone replacement therapy	0	0	51.41	1	0	4	1169	39632	65	dienestrol	hormone replacement therapy	33.6	80	0	0	Inf	1	0	0	139	3151	65	dienestrol	hormone replacement therapy	0	0	Inf	1	0	0	68	1172	65	dienestrol	hormone replacement therapy	0	0	Inf	1	0	0	88	2172	65	dienestrol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
66	methadone	2.01	1.9	2.13	8.6e-99	1172	27362	184252	8651553	66	methadone	pain	1.7	1.49	1.93	1.2e-14	270	3330	8799	184554	66	methadone	pain	25	79	1.44	0.96	2.09	0.058	30	652	1119	35013	66	methadone	pain	1.5	0.8	2.58	0.14	14	346	403	14918	66	methadone	pain	1.48	0.85	2.42	0.13	17	354	849	26227	66	methadone	pain	0.33	1.39096812846378	0.19	0.07	-0.01	0	0	-0.16	0.06	0.01
67	propylthiouracil	0.55	0.28	0.97	0.038	12	1018	185412	8677897	67	propylthiouracil	hyperthyroidism	0.13	0	0.74	0.0094	1	270	104	3593	67	propylthiouracil	hyperthyroidism	34.5	72.8	0	0	5.23	1	0	27	17	547	67	propylthiouracil	hyperthyroidism	0	0	120.19	1	0	11	2	237	67	propylthiouracil	hyperthyroidism	0	0	3.99	0.62	0	40	17	631	67	propylthiouracil	hyperthyroidism	-14.97	3.15218433108008e-07	902.21	0.99	-0.01	0.01	0.34	-1.14	0.75	0.13
68	dibucaine	1.22	0.14	4.54	0.68	2	77	185422	8678838	68	dibucaine	prophylaxis	10.26	1.11	46.13	0.02	2	12	1675	103141	68	dibucaine	prophylaxis	27	79.5	0	0	3031.77	1	0	1	284	23174	68	dibucaine	prophylaxis	0	0	571.76	1	0	2	127	13681	68	dibucaine	prophylaxis	0	0	2819.72	1	0	1	190	14369	68	dibucaine	prophylaxis	-9.07	0.000115066538646224	308.22	0.98	-0.01	0	0.01	-0.33	0.12	0
69	hexachlorophene	3.52	1.65	6.68	0.00092	10	133	185414	8678782	69	hexachlorophene	peritoneal dialysis	0	0	304.13	1	0	10	173	117537	69	hexachlorophene	peritoneal dialysis	34.8	80.6	0	0	746.73	1	0	5	25	16107	69	hexachlorophene	peritoneal dialysis	0	0	1911.55	1	0	3	14	10118	69	hexachlorophene	peritoneal dialysis	0	0	3412.93	1	0	2	15	8930	69	hexachlorophene	peritoneal dialysis	-9.06	0.000116222976585415	650.11	0.99	0.01	0.01	0.59	-0.21	0.37	0.57
70	lindane	2.36	0.93	4.99	0.035	7	139	185417	8678776	70	lindane	lice infestation	2.02	0.04	16.29	0.42	1	48	7	681	70	lindane	lice infestation	16.9	56.5	0	0	2002.36	1	0	1	1	52	70	lindane	lice infestation	0	0	Inf	1	0	0	1	23	70	lindane	lice infestation	0	0	211.14	1	0	3	2	99	70	lindane	lice infestation	-13.69	1.13372713874797e-06	2284.07	1	0	0.02	0.97	0.76	1.26	0.55
71	sulfamerazine	2.04	0.05	12.53	0.4	1	23	185423	8678892	71	sulfamerazine	chronic lymphocytic leukaemia	0	0	129.76	1	0	7	118	21806	71	sulfamerazine	chronic lymphocytic leukaemia	58.1	90.1	0	0	Inf	1	0	0	49	7207	71	sulfamerazine	chronic lymphocytic leukaemia	0	0	Inf	1	0	0	33	5379	71	sulfamerazine	chronic lymphocytic leukaemia	0	0	Inf	1	0	0	22	2987	71	sulfamerazine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
72	trisulfapyrimidines\>	2.06	1.53	2.72	3.4e-06	52	1181	185372	8677734	72	trisulfapyrimidines\>	hiv infection	1.86	0.5	4.9	0.18	4	125	994	57768	72	trisulfapyrimidines\>	hiv infection	24	63	0	0	27.97	1	0	7	188	7527	72	trisulfapyrimidines\>	hiv infection	0	0	21.03	1	0	8	159	5657	72	trisulfapyrimidines\>	hiv infection	0	0	152.33	1	0	3	55	3421	72	trisulfapyrimidines\>	hiv infection	-10.86	1.92115288153726e-05	265.24	0.97	0	0	0.97	0.56	0.16	0
74	isoproterenol	3.46	1.9	5.84	6.7e-05	15	203	185409	8678712	74	isoproterenol	ventricular tachycardia	0	0	31.12	1	0	12	21	1689	74	isoproterenol	ventricular tachycardia	63.7	72.7	0	0	Inf	1	0	0	2	75	74	isoproterenol	ventricular tachycardia	0	0	Inf	1	0	0	4	233	74	isoproterenol	ventricular tachycardia	0	0	Inf	1	0	1	0	113	74	isoproterenol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
75	theophylline sodium glycinate	0	0	51.08	1	0	5	185424	8678910	75	theophylline sodium glycinate	asthma	0	0	51.62	1	0	4	2950	100464	75	theophylline sodium glycinate	asthma	6	72.9	0	0	Inf	1	0	0	375	16902	75	theophylline sodium glycinate	asthma	0	0	Inf	1	0	0	112	6293	75	theophylline sodium glycinate	asthma	0	0	Inf	1	0	0	311	14709	75	theophylline sodium glycinate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
76	hyaluronidase	0.15	0	0.86	0.025	1	304	185423	8678611	76	hyaluronidase	local anaesthesia	0	0	36.92	1	0	55	7	2859	76	hyaluronidase	local anaesthesia	77	77	0	0	Inf	1	0	0	0	0	76	hyaluronidase	local anaesthesia	0	0	7626.41	1	0	1	1	221	76	hyaluronidase	local anaesthesia	0	0	Inf	1	0	0	0	363	76	hyaluronidase	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
77	tolazoline	0	0	12.13	1	0	16	185424	8678899	77	tolazoline	patent ductus arteriosus	0	0	Inf	1	0	5	0	1240	77	tolazoline	patent ductus arteriosus	NA	NA	0	0	Inf	1	0	0	0	0	77	tolazoline	patent ductus arteriosus	0	0	Inf	1	0	0	0	19	77	tolazoline	patent ductus arteriosus	0	0	Inf	1	0	0	0	39	77	tolazoline	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
78	doxylamine succinate	1.82	1.37	2.37	4.8e-05	57	1470	185367	8677445	78	doxylamine succinate	insomnia	0.74	0.33	1.43	0.46	9	251	3253	67018	78	doxylamine succinate	insomnia	28	82.8	0.42	0.01	2.46	0.73	1	56	527	12439	78	doxylamine succinate	insomnia	0.94	0.02	5.72	1	1	29	199	5420	78	doxylamine succinate	insomnia	0	0	2.6	0.4	0	34	388	8747	78	doxylamine succinate	insomnia	-0.87	0.418951549247639	1.01	0.39	-0.02	0	0	-0.17	0.09	0.06
79	amodiaquine	0	0	3.91	1	0	46	185424	8678869	79	amodiaquine	malaria	0	0	3.63	0.62	0	17	45	649	79	amodiaquine	malaria	26.1	45.9	0	0	Inf	1	0	0	1	50	79	amodiaquine	malaria	0	0	Inf	1	0	0	1	45	79	amodiaquine	malaria	0	0	Inf	1	0	0	2	46	79	amodiaquine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
80	diethylcarbamazine citrate	0	0	2.43	0.41	0	73	185424	8678842	80	diethylcarbamazine citrate	filariasis lymphatic	0	0	Inf	1	0	35	0	107	80	diethylcarbamazine citrate	filariasis lymphatic	NA	NA	0	0	Inf	1	0	0	0	0	80	diethylcarbamazine citrate	filariasis lymphatic	0	0	Inf	1	0	0	0	5	80	diethylcarbamazine citrate	filariasis lymphatic	0	0	Inf	1	0	0	0	7	80	diethylcarbamazine citrate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
81	protamine	10.62	9.68	11.63	0	576	2546	184848	8676369	81	protamine	coronary artery bypass	1.11	0.96	1.28	0.15	390	985	919	2572	81	protamine	coronary artery bypass	82.5	83	0	0	Inf	1	0	0	0	0	81	protamine	coronary artery bypass	0	0	394.18	1	0	3	2	188	81	protamine	coronary artery bypass	0	0	Inf	1	0	0	2	36	81	protamine	coronary artery bypass	-10.76	2.12320229385221e-05	2202.07	1	0.32	0.14	0.02	-2.2	1.15	0.06
82	calcium gluceptate	0	0	10.65	1	0	18	185424	8678897	82	calcium gluceptate	multiple myeloma	0	0	176.17	1	0	3	795	57982	82	calcium gluceptate	multiple myeloma	NA	NA	0	0	Inf	1	0	0	0	0	82	calcium gluceptate	multiple myeloma	0	0	Inf	1	0	0	0	0	82	calcium gluceptate	multiple myeloma	0	0	Inf	1	0	0	0	0	82	calcium gluceptate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
83	lidocaine	1.9	1.8	2	1.5e-101	1407	34820	184017	8644095	83	lidocaine	pain	1.19	1.04	1.36	0.0099	246	4295	8823	183589	83	lidocaine	pain	25	79	0.72	0.47	1.06	0.11	27	1151	1122	34514	83	lidocaine	pain	0.61	0.24	1.28	0.28	7	414	410	14850	83	lidocaine	pain	0.78	0.49	1.17	0.26	24	940	842	25641	83	lidocaine	pain	-0.31	0.733446956224289	0.18	0.09	-0.01	0	0	-0.16	0.06	0.01
84	epinephrine	1.04	0.95	1.14	0.38	464	20840	184960	8658075	84	epinephrine	immunodeficiency common variable	0.22	0.07	0.58	0.00054	5	2896	27	3465	84	epinephrine	immunodeficiency common variable	26.7	68	0.18	0	1.3	0.1	1	498	9	803	84	epinephrine	immunodeficiency common variable	Inf	0.04	Inf	0.39	1	170	0	263	84	epinephrine	immunodeficiency common variable	0.13	0	0.95	0.03	1	633	10	848	84	epinephrine	immunodeficiency common variable	-1.28	0.278037300453194	0.78	0.1	0	0.02	0.81	-1.23	1.05	0.24
85	sulfisoxazole	3.98	1.04	10.9	0.022	4	47	185420	8678868	85	sulfisoxazole	pyuria	0	0	Inf	1	0	2	0	24	85	sulfisoxazole	pyuria	NA	NA	0	0	Inf	1	0	0	0	0	85	sulfisoxazole	pyuria	0	0	Inf	1	0	0	0	1	85	sulfisoxazole	pyuria	0	0	Inf	1	0	1	0	4	85	sulfisoxazole	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
86	sulfanilamide	2.93	0.34	11.47	0.16	2	32	185422	8678883	86	sulfanilamide	bipolar disorder	0	0	567.7	1	0	1	3476	51049	86	sulfanilamide	bipolar disorder	17	72.1	0	0	545.47	1	0	1	442	6234	86	sulfanilamide	bipolar disorder	0	0	Inf	1	0	0	159	2741	86	sulfanilamide	bipolar disorder	0	0	514.25	1	0	1	335	4452	86	sulfanilamide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
87	bethanechol chloride	2.23	1.44	3.3	0.00032	26	546	185398	8678369	87	bethanechol chloride	multiple sclerosis	1.72	0.54	4.18	0.23	5	85	14493	424119	87	bethanechol chloride	multiple sclerosis	29.2	67	1.3	0.03	8.22	0.55	1	19	2230	55292	87	bethanechol chloride	multiple sclerosis	0	0	39.06	1	0	4	534	13746	87	bethanechol chloride	multiple sclerosis	1.31	0.03	8.19	0.55	1	20	1952	51094	87	bethanechol chloride	multiple sclerosis	0.07	1.07250818125422	1.02	0.94	0	0	0.58	0.02	0.05	0.74
88	ammonium chloride	2.25	1.11	4.1	0.019	11	229	185413	8678686	88	ammonium chloride	premedication	0	0	68.42	1	0	5	454	28400	88	ammonium chloride	premedication	26.8	74	0	0	Inf	1	0	0	101	5171	88	ammonium chloride	premedication	0	0	Inf	1	0	0	37	2812	88	ammonium chloride	premedication	0	0	Inf	1	0	0	77	4031	88	ammonium chloride	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
89	caffeine	2.03	1.85	2.22	1.7e-43	489	11290	184935	8667625	89	caffeine	migraine	1.02	0.79	1.3	0.85	72	1774	1533	38653	89	caffeine	migraine	20	66.1	0.71	0.28	1.5	0.5	7	362	185	6772	89	caffeine	migraine	0.46	0.01	2.84	0.72	1	69	31	980	89	caffeine	migraine	0.71	0.28	1.51	0.5	7	385	177	6897	89	caffeine	migraine	-0.36	0.697676326071031	0.36	0.32	-0.01	0	0.06	0.18	0.19	0.34
90	ergotamine tartrate	1.69	0.94	2.82	0.06	15	415	185409	8678500	90	ergotamine tartrate	migraine	0.33	0.04	1.21	0.14	2	153	1603	40274	90	ergotamine tartrate	migraine	20	66.1	0	0	31.73	1	0	6	192	7128	90	ergotamine tartrate	migraine	0	0	176.88	1	0	2	32	1047	90	ergotamine tartrate	migraine	0	0	13.07	1	0	13	184	7269	90	ergotamine tartrate	migraine	-11.76	7.81082473356277e-06	375.22	0.97	-0.01	0	0.05	0.18	0.19	0.35
92	mechlorethamine	0.13	0.03	0.39	8.2e-07	3	1052	185421	8677863	92	mechlorethamine	hodgkin s disease	0	0	6.25	1	0	168	18	4571	92	mechlorethamine	hodgkin s disease	19.7	32.8	0	0	Inf	1	0	8	0	242	92	mechlorethamine	hodgkin s disease	0	0	213.77	1	0	13	2	503	92	mechlorethamine	hodgkin s disease	0	0	Inf	1	0	11	0	401	92	mechlorethamine	hodgkin s disease	-17.51	2.48601429668863e-08	14581.53	1	-0.07	0.06	0.24	18.07	3654.86	1
93	methoxamine	0	0	4.64	1	0	39	185424	8678876	93	methoxamine	general anaesthesia	0	0	342.28	1	0	5	10	2805	93	methoxamine	general anaesthesia	19.3	54.3	0	0	Inf	1	0	0	2	259	93	methoxamine	general anaesthesia	0	0	Inf	1	0	0	1	248	93	methoxamine	general anaesthesia	0	0	Inf	1	0	0	3	359	93	methoxamine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
94	trihexyphenidyl	1.66	1.37	1.98	2.8e-07	124	3505	185300	8675410	94	trihexyphenidyl	schizophrenia	1.6	1	2.43	0.033	23	731	1165	59120	94	trihexyphenidyl	schizophrenia	18.4	68	0	0	1.2	0.077	0	116	204	7520	94	trihexyphenidyl	schizophrenia	0	0	1.84	0.27	0	85	128	5231	94	trihexyphenidyl	schizophrenia	0	0	3.43	0.63	0	38	100	3305	94	trihexyphenidyl	schizophrenia	-13.85	9.66098539666513e-07	355.76	0.97	-0.01	0	0	-0.25	0.14	0.07
95	paramethadione	0	0	249.4	1	0	2	185424	8678913	95	paramethadione	epilepsy	0	0	1597.6	1	0	1	1071	44994	95	paramethadione	epilepsy	14.9	74.1	0	0	Inf	1	0	0	161	5559	95	paramethadione	epilepsy	0	0	Inf	1	0	0	78	3515	95	paramethadione	epilepsy	0	0	Inf	1	0	0	101	4139	95	paramethadione	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
96	aminosalicylic acid	0.65	0.28	1.3	0.31	8	572	185416	8678343	96	aminosalicylic acid	tuberculosis	4.77	0.88	16.9	0.034	3	155	16	3943	96	aminosalicylic acid	tuberculosis	25.4	80.5	0	0	42.9	1	0	49	3	855	96	aminosalicylic acid	tuberculosis	0	0	64.92	1	0	48	2	579	96	aminosalicylic acid	tuberculosis	8.21	0.14	162.25	0.17	1	29	2	481	96	aminosalicylic acid	tuberculosis	1.32	3.74342137726086	1.17	0.26	0	0.02	0.9	-0.67	0.93	0.47
97	aminosalicylate sodium	0	0	5.91	1	0	31	185424	8678884	97	aminosalicylate sodium	tuberculosis	0	0	117.05	1	0	9	19	4089	97	aminosalicylate sodium	tuberculosis	25.4	80.5	0	0	412.7	1	0	6	3	898	97	aminosalicylate sodium	tuberculosis	0	0	735.11	1	0	5	2	622	97	aminosalicylate sodium	tuberculosis	0	0	6007.73	1	0	1	3	509	97	aminosalicylate sodium	tuberculosis	-11.97	6.33133147706026e-06	1609.04	0.99	0	0.02	0.94	-0.59	0.93	0.52
98	sulfisoxazole diolamine	14.41	3.42	46.62	0.00037	4	13	185420	8678902	98	sulfisoxazole diolamine	pyuria	0	0	Inf	1	0	2	0	24	98	sulfisoxazole diolamine	pyuria	NA	NA	0	0	Inf	1	0	0	0	0	98	sulfisoxazole diolamine	pyuria	0	0	Inf	1	0	0	0	1	98	sulfisoxazole diolamine	pyuria	0	0	Inf	1	0	1	0	4	98	sulfisoxazole diolamine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
99	chlorpheniramine maleate	1.33	1.09	1.61	0.0046	110	3868	185314	8675047	99	chlorpheniramine maleate	prophylaxis	0.52	0.14	1.35	0.27	4	470	1673	102683	99	chlorpheniramine maleate	prophylaxis	27	79.5	0	0	5.48	1	0	57	284	23118	99	chlorpheniramine maleate	prophylaxis	0	0	10.26	1	0	41	127	13642	99	chlorpheniramine maleate	prophylaxis	0	0	6.99	1	0	42	190	14328	99	chlorpheniramine maleate	prophylaxis	-12.13	5.39520479406317e-06	262.33	0.96	-0.01	0	0.01	-0.33	0.12	0
100	crotamiton	0.38	0.12	0.88	0.017	5	622	185419	8678293	100	crotamiton	prophylaxis	0	0	2.29	0.42	0	101	1677	103052	100	crotamiton	prophylaxis	27	79.5	0	0	26.91	1	0	13	284	23162	100	crotamiton	prophylaxis	0	0	55.14	1	0	9	127	13674	100	crotamiton	prophylaxis	0	0	64.58	1	0	6	190	14364	100	crotamiton	prophylaxis	-10.08	4.19094172885549e-05	226.63	0.96	-0.01	0	0.01	-0.33	0.12	0
102	sulfasalazine	0.98	0.89	1.08	0.72	453	21590	184971	8657325	102	sulfasalazine	rheumatoid arthritis	1.31	1.11	1.53	0.0011	165	12192	4622	446808	102	sulfasalazine	rheumatoid arthritis	34.5	75.7	1.75	1.32	2.28	0.00012	59	2940	1278	111493	102	sulfasalazine	rheumatoid arthritis	2.24	1.28	3.69	0.0032	17	805	231	24518	102	sulfasalazine	rheumatoid arthritis	1.65	1.21	2.2	0.0016	49	2623	1190	105113	102	sulfasalazine	rheumatoid arthritis	0.57	1.76826705143374	0.13	0	-0.01	0	0	-0.15	0.07	0.03
103	cortisone acetate	1.54	1.26	1.88	4.5e-05	103	3124	185321	8675791	103	cortisone acetate	rheumatoid arthritis	0.6	0.12	1.77	0.5	3	477	4784	458523	103	cortisone acetate	rheumatoid arthritis	34.5	75.7	7.79	0.89	31.74	0.031	2	22	1335	114411	103	cortisone acetate	rheumatoid arthritis	0	0	87.15	1	0	6	248	25317	103	cortisone acetate	rheumatoid arthritis	10.24	1.15	43.23	0.019	2	17	1237	107719	103	cortisone acetate	rheumatoid arthritis	2.05	7.76790110630677	0.74	0.01	-0.01	0	0	-0.15	0.07	0.04
104	procainamide	2.72	1.53	4.5	5e-04	16	275	185408	8678640	104	procainamide	ventricular tachycardia	6.76	0.73	30.53	0.044	2	26	19	1675	104	procainamide	ventricular tachycardia	63.7	72.7	0	0	260.61	1	0	2	2	73	104	procainamide	ventricular tachycardia	0	0	85.83	1	0	5	4	228	104	procainamide	ventricular tachycardia	0	0	Inf	1	0	3	0	111	104	procainamide	ventricular tachycardia	-16.82	4.9564053191725e-08	9572.79	1	0.02	0.03	0.54	17.34	2700.98	0.99
106	aspirin	1.21	1.18	1.24	1e-64	9033	352381	176391	8326534	106	aspirin	hypertension	1.05	0.98	1.12	0.18	1056	41124	6769	275559	106	aspirin	hypertension	36.8	82.7	0.83	0.69	1.01	0.061	126	8381	976	54126	106	aspirin	hypertension	0.8	0.59	1.06	0.12	55	4699	394	26832	106	aspirin	hypertension	0.95	0.75	1.19	0.65	87	4698	690	35217	106	aspirin	hypertension	-0.02	0.980198673306755	0.09	0.8	-0.02	0	0	-0.33	0.06	0
107	oxycodone	2.62	2.56	2.68	0	8158	149875	177266	8529040	107	oxycodone	pain	2.28	2.17	2.38	3.4e-242	2832	31245	6237	156639	107	oxycodone	pain	25	79	1.13	0.97	1.31	0.11	228	6417	921	29248	107	oxycodone	pain	1.43	1.13	1.79	0.0026	107	2974	310	12290	107	oxycodone	pain	1.06	0.88	1.28	0.54	141	4116	725	22465	107	oxycodone	pain	0.15	1.16183424272828	0.07	0.03	-0.01	0	0	-0.17	0.06	0.01
108	oxycodone terephthalate	4.62	3.9	5.43	1.5e-52	162	1644	185262	8677271	108	oxycodone terephthalate	pain	4.07	3.1	5.29	8.9e-20	69	353	9000	187531	108	oxycodone terephthalate	pain	25	79	0.84	0.02	4.98	1	1	37	1148	35628	108	oxycodone terephthalate	pain	0	0	12.04	1	0	13	417	15251	108	oxycodone terephthalate	pain	2.36	0.27	9.47	0.22	2	26	864	26555	108	oxycodone terephthalate	pain	0.37	1.44773461466332	0.73	0.61	-0.01	0	0	-0.16	0.06	0.01
109	methantheline bromide	3.27	0.65	10.2	0.072	3	43	185421	8678872	109	methantheline bromide	depression	0.69	0.02	4.62	1	1	13	20677	186465	109	methantheline bromide	depression	21	75.4	0	0	Inf	1	0	0	2861	28433	109	methantheline bromide	depression	0	0	Inf	1	0	0	876	10208	109	methantheline bromide	depression	0	0	Inf	1	0	0	2307	23748	109	methantheline bromide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
110	secobarbital sodium	0	0	6.12	1	0	30	185424	8678885	110	secobarbital sodium	insomnia	0	0	22.51	1	0	5	3262	67264	110	secobarbital sodium	insomnia	28	82.8	0	0	Inf	1	0	0	528	12495	110	secobarbital sodium	insomnia	0	0	Inf	1	0	0	200	5449	110	secobarbital sodium	insomnia	0	0	Inf	1	0	0	388	8781	110	secobarbital sodium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
111	dicyclomine	3.1	2.87	3.35	1.5e-132	683	10332	184741	8668583	111	dicyclomine	crohn s disease	2.09	1.43	2.96	2e-04	33	1605	1433	145718	111	dicyclomine	crohn s disease	16.1	72.4	1.95	0.77	4.1	0.1	7	406	300	33906	111	dicyclomine	crohn s disease	5.03	1.32	13.66	0.01	4	93	119	13930	111	dicyclomine	crohn s disease	1.31	0.35	3.44	0.55	4	334	216	23648	111	dicyclomine	crohn s disease	0.73	2.07508060767412	0.36	0.04	0	0	0.69	-0.03	0.11	0.77
