results.N	results.drug	results.ROR	results.CI_low	results.CI_up	results.pval	results.DrugReac	results.DrugNoReac	results.NoDrugReac	results.NoDrugNoReac	results_indication.N	results_indication.drug	results_indication.indication	results_indication.ROR	results_indication.CI_low	results_indication.CI_up	results_indication.pval	results_indication.DrugReac	results_indication.DrugNoReac	results_indication.NoDrugReac	results_indication.NoDrugNoReac	results_age.N	results_age.drug	results_age.indication	results_age.min_age	results_age.max_age	results_age.ROR	results_age.CI_low	results_age.CI_up	results_age.pval	results_age.DrugReac	results_age.DrugNoReac	results_age.NoDrugReac	results_age.NoDrugNoReac	results_male.N	results_male.drug	results_male.indication	results_male.ROR	results_male.CI_low	results_male.CI_up	results_male.pval	results_male.DrugReac	results_male.DrugNoReac	results_male.NoDrugReac	results_male.NoDrugNoReac	results_female.N	results_female.drug	results_female.indication	results_female.ROR	results_female.CI_low	results_female.CI_up	results_female.pval	results_female.DrugReac	results_female.DrugNoReac	results_female.NoDrugReac	results_female.NoDrugNoReac	results_logReg.N	results_logReg.drug	results_logReg.indication	results_logReg.logOR_Drug	results_logReg.OR_Drug	results_logReg.SE_Drug	results_logReg.pval_Drug	results_logReg.logOR_Age	results_logReg.SE_Age	results_logReg.pval_Age	results_logReg.logOR_Sex	results_logReg.SE_Sex	results_logReg.pval_Sex	count	count_change	count_label
901	enalapril maleate	1.03	0.81	1.29	0.81	75	29958	21505	8812801	901	enalapril maleate	hypertension	1.48	0.89	2.34	0.091	19	7047	576	316866	901	enalapril maleate	hypertension	41.8	78.6	0	0	7.28	1	0	344	85	56156	901	enalapril maleate	hypertension	0	0	20.33	1	0	206	30	31744	901	enalapril maleate	hypertension	0	0	10.03	1	0	237	65	40390	901	enalapril maleate	hypertension	-11.87	6.99720342114394e-06	306.02	0.97	-0.03	0.01	0	-0.56	0.22	0.01	161	161	80
937	enalaprilat	1.3	0.82	1.95	0.19	23	7249	21557	8835510	937	enalaprilat	hypertension	0	0	1.5	0.19	0	1335	595	322578	937	enalaprilat	hypertension	41.8	78.6	0	0	21.33	1	0	119	85	56381	937	enalaprilat	hypertension	0	0	75.36	1	0	57	30	31893	937	enalaprilat	hypertension	0	0	26.84	1	0	90	65	40537	937	enalaprilat	hypertension	-10.96	1.73833101298252e-05	321.47	0.97	-0.03	0.01	0	-0.56	0.22	0.01	161	161	80
1473	eplerenone	0.1	0	0.55	0.00078	1	4145	21579	8838614	1473	eplerenone	hypertension	0	0	2.6	0.41	0	776	595	323137	1473	eplerenone	hypertension	41.8	78.6	0	0	17.58	1	0	144	85	56356	1473	eplerenone	hypertension	0	0	34.33	1	0	123	30	31827	1473	eplerenone	hypertension	0	0	39.94	1	0	61	65	40566	1473	eplerenone	hypertension	-11.69	8.37717342908886e-06	476.05	0.98	-0.03	0.01	0	-0.55	0.22	0.01	161	161	80
1863	epoetin alfa	0.19	0	1.06	0.074	1	2159	21579	8840600	1863	epoetin alfa	hypertension	0	0	9.72	1	0	209	595	323704	1863	epoetin alfa	hypertension	41.8	78.6	0	0	69.1	1	0	38	85	56462	1863	epoetin alfa	hypertension	0	0	111.46	1	0	39	30	31911	1863	epoetin alfa	hypertension	0	0	137.45	1	0	19	65	40608	1863	epoetin alfa	hypertension	-10.01	4.4948192913572e-05	307.48	0.97	-0.03	0.01	0	-0.56	0.22	0.01	161	161	80
1269	eprosartan mesylate	0.9	0.11	3.27	1	2	907	21578	8841852	1269	eprosartan mesylate	hypertension	1.24	0.03	6.99	0.55	1	438	594	323475	1269	eprosartan mesylate	hypertension	41.8	78.6	0	0	268.26	1	0	11	85	56489	1269	eprosartan mesylate	hypertension	0	0	559.82	1	0	9	30	31941	1269	eprosartan mesylate	hypertension	210.96	3.97	2768.73	0.0064	1	3	64	40624	1269	eprosartan mesylate	hypertension	4.36	78.2571344230843	1.05	0	-0.03	0.01	0	-0.57	0.22	0.01	161	161	80
183	ergoloid mesylates	0	0	6.87	1	0	222	21580	8842537	183	ergoloid mesylates	hypertension	0	0	34.62	1	0	60	595	323853	183	ergoloid mesylates	hypertension	41.8	78.6	0	0	16384	1	0	1	85	56499	183	ergoloid mesylates	hypertension	0	0	4.5036e+15	1	0	1	30	31949	183	ergoloid mesylates	hypertension	0	0	Inf	1	0	0	65	40627	183	ergoloid mesylates	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	161	161	80
1520	esomeprazole sodium	0.99	0.2	2.91	1	3	1236	21577	8841523	1520	esomeprazole sodium	hypertension	0	0	17.04	1	0	120	595	323793	1520	esomeprazole sodium	hypertension	41.8	78.6	0	0	77.57	1	0	34	85	56466	1520	esomeprazole sodium	hypertension	0	0	254.34	1	0	18	30	31932	1520	esomeprazole sodium	hypertension	0	0	97.78	1	0	26	65	40601	1520	esomeprazole sodium	hypertension	-9.79	5.60088972715548e-05	358.68	0.98	-0.03	0.01	0	-0.56	0.22	0.01	161	161	80
489	ethacrynate sodium	0	0	7.44	1	0	205	21580	8842554	489	ethacrynate sodium	hypertension	0	0	54.18	1	0	39	595	323874	489	ethacrynate sodium	hypertension	41.8	78.6	0	0	3756.08	1	0	2	85	56498	489	ethacrynate sodium	hypertension	0	0	Inf	1	0	0	30	31950	489	ethacrynate sodium	hypertension	0	0	1543.3	1	0	3	65	40624	489	ethacrynate sodium	hypertension	-7.09	0.000833397365606696	305.22	0.98	-0.03	0.01	0	-0.56	0.22	0.01	161	161	80
488	ethacrynic acid	0	0	5.16	1	0	295	21580	8842464	488	ethacrynic acid	hypertension	0	0	46.69	1	0	45	595	323868	488	ethacrynic acid	hypertension	41.8	78.6	0	0	1648.25	1	0	3	85	56497	488	ethacrynic acid	hypertension	0	0	4.5036e+15	1	0	1	30	31949	488	ethacrynic acid	hypertension	0	0	1543.3	1	0	3	65	40624	488	ethacrynic acid	hypertension	-7.94	0.000356206478307034	434.63	0.99	-0.03	0.01	0	-0.56	0.22	0.01	161	161	80
1028	felodipine	0.76	0.45	1.18	0.27	19	10308	21561	8832451	1028	felodipine	hypertension	1.67	0.72	3.31	0.16	8	2624	587	321289	1028	felodipine	hypertension	41.8	78.6	0	0	7.86	1	0	319	85	56181	1028	felodipine	hypertension	0	0	19.38	1	0	216	30	31734	1028	felodipine	hypertension	0	0	12.55	1	0	190	65	40437	1028	felodipine	hypertension	-11.73	8.04869976061602e-06	320.7	0.97	-0.03	0.01	0	-0.55	0.22	0.01	161	161	80
936	fenofibrate	2.11	1.8	2.46	3.8e-18	171	33325	21409	8809434	936	fenofibrate	hypertension	1.67	0.89	2.89	0.07	13	4265	582	319648	936	fenofibrate	hypertension	41.8	78.6	1.64	0.2	6.13	0.35	2	818	83	55682	936	fenofibrate	hypertension	4.67	0.54	18.62	0.075	2	481	28	31469	936	fenofibrate	hypertension	0	0	4.5	1	0	522	65	40105	936	fenofibrate	hypertension	0.46	1.58407398499448	0.72	0.52	-0.03	0.01	0	-0.56	0.22	0.01	161	161	80
1658	fenofibric acid	0	0	3.82	1	0	398	21580	8842361	1658	fenofibric acid	hypertension	0	0	28.31	1	0	73	595	323840	1658	fenofibric acid	hypertension	41.8	78.6	0	0	137.42	1	0	20	85	56480	1658	fenofibric acid	hypertension	0	0	365.5	1	0	13	30	31937	1658	fenofibric acid	hypertension	0	0	372.25	1	0	8	65	40619	1658	fenofibric acid	hypertension	-8.91	0.000135031833988743	315.08	0.98	-0.03	0.01	0	-0.56	0.22	0.01	161	161	80
52	ferrous	0.93	0.75	1.15	0.57	88	38639	21492	8804120	52	ferrous	hypertension	0.66	0.18	1.7	0.54	4	3296	591	320617	52	ferrous	hypertension	41.8	78.6	0.88	0.02	5.05	1	1	754	84	55746	52	ferrous	hypertension	2.73	0.07	16.57	0.31	1	398	29	31552	52	ferrous	hypertension	0	0	3.81	1	0	615	65	40012	52	ferrous	hypertension	-0.31	0.733446956224289	1.01	0.76	-0.03	0.01	0	-0.56	0.22	0.01	161	161	80
1721	fibrinolysin	0	0	93.25	1	0	18	21580	8842741	1721	fibrinolysin	hypertension	0	0	818.26	1	0	4	595	323909	1721	fibrinolysin	hypertension	41.8	78.6	0	0	Inf	1	0	0	85	56500	1721	fibrinolysin	hypertension	0	0	Inf	1	0	0	30	31950	1721	fibrinolysin	hypertension	0	0	Inf	1	0	0	65	40627	1721	fibrinolysin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	161	161	80
2143	fish oil	1.04	0.88	1.23	0.6	140	54932	21440	8787827	2143	fish oil	hypertension	0.92	0.42	1.76	1	9	5310	586	318603	2143	fish oil	hypertension	41.8	78.6	0.53	0.01	3.02	1	1	1250	84	55250	2143	fish oil	hypertension	0	0	6.25	1	0	657	30	31293	2143	fish oil	hypertension	0.71	0.02	4.11	1	1	875	64	39752	2143	fish oil	hypertension	-0.64	0.527292424043049	1	0.52	-0.03	0.01	0	-0.56	0.22	0.01	161	161	80
1134	fluvastatin sodium	1.02	0.55	1.75	0.89	13	5199	21567	8837560	1134	fluvastatin sodium	hypertension	2.19	0.45	6.44	0.16	3	749	592	323164	1134	fluvastatin sodium	hypertension	41.8	78.6	0	0	39.63	1	0	65	85	56435	1134	fluvastatin sodium	hypertension	0	0	86.37	1	0	50	30	31900	1134	fluvastatin sodium	hypertension	0	0	81.21	1	0	31	65	40596	1134	fluvastatin sodium	hypertension	-10.88	1.88311150570227e-05	432.23	0.98	-0.03	0.01	0	-0.56	0.22	0.01	161	161	80
1048	fosinopril sodium	1.47	0.9	2.27	0.1	20	5585	21560	8837174	1048	fosinopril sodium	hypertension	0	0	1.8	0.28	0	1119	595	322794	1048	fosinopril sodium	hypertension	41.8	78.6	0	0	41.56	1	0	62	85	56438	1048	fosinopril sodium	hypertension	0	0	106.37	1	0	41	30	31909	1048	fosinopril sodium	hypertension	0	0	65.31	1	0	38	65	40589	1048	fosinopril sodium	hypertension	-10.83	1.97966069719794e-05	439.43	0.98	-0.03	0.01	0	-0.56	0.22	0.01	161	161	80
501	furosemide	0.7	0.63	0.77	6e-14	394	229904	21186	8612855	501	furosemide	hypertension	0.83	0.59	1.12	0.25	45	29209	550	294704	501	furosemide	hypertension	41.8	78.6	0.53	0.14	1.41	0.25	4	4814	81	51686	501	furosemide	hypertension	0	0	1.16	0.068	0	3239	30	28711	501	furosemide	hypertension	0.81	0.25	2.01	0.83	5	3778	60	36849	501	furosemide	hypertension	-0.52	0.594520547970194	0.46	0.26	-0.03	0.01	0	-0.55	0.22	0.01	161	161	80
792	gemfibrozil	2.09	1.61	2.66	1.2e-07	65	12775	21515	8829984	792	gemfibrozil	hypertension	1.1	0.23	3.24	0.76	3	1483	592	322430	792	gemfibrozil	hypertension	41.8	78.6	0	0	9.1	1	0	276	85	56224	792	gemfibrozil	hypertension	0	0	25.31	1	0	166	30	31784	792	gemfibrozil	hypertension	0	0	16.98	1	0	141	65	40486	792	gemfibrozil	hypertension	-11.89	6.85864951026277e-06	369.09	0.97	-0.03	0.01	0	-0.55	0.22	0.01	161	161	80
1256	grepafloxacin	0	0	207.36	1	0	9	21580	8842750	1256	grepafloxacin	hypertension	0	0	818.26	1	0	4	595	323909	1256	grepafloxacin	hypertension	41.8	78.6	0	0	Inf	1	0	0	85	56500	1256	grepafloxacin	hypertension	0	0	Inf	1	0	0	30	31950	1256	grepafloxacin	hypertension	0	0	Inf	1	0	0	65	40627	1256	grepafloxacin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	161	161	80
823	guanabenz acetate	0	0	19.1	1	0	81	21580	8842678	823	guanabenz acetate	hypertension	0	0	79.74	1	0	27	595	323886	823	guanabenz acetate	hypertension	41.8	78.6	0	0	Inf	1	0	0	85	56500	823	guanabenz acetate	hypertension	0	0	4.5036e+15	1	0	1	30	31949	823	guanabenz acetate	hypertension	0	0	Inf	1	0	0	65	40627	823	guanabenz acetate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	161	161	80
377	guanethidine monosulfate	0	0	207.36	1	0	9	21580	8842750	377	guanethidine monosulfate	hypertension	0	0	1287.81	1	0	3	595	323910	377	guanethidine monosulfate	hypertension	41.8	78.6	0	0	Inf	1	0	0	85	56500	377	guanethidine monosulfate	hypertension	0	0	Inf	1	0	0	30	31950	377	guanethidine monosulfate	hypertension	0	0	Inf	1	0	0	65	40627	377	guanethidine monosulfate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	161	161	80
765	heparin calcium	0.2	0	1.09	0.073	1	2098	21579	8840661	765	heparin calcium	hypertension	0	0	9.14	1	0	222	595	323691	765	heparin calcium	hypertension	41.8	78.6	0	0	46.21	1	0	56	85	56444	765	heparin calcium	hypertension	0	0	121.55	1	0	36	30	31914	765	heparin calcium	hypertension	0	0	62	1	0	40	65	40587	765	heparin calcium	hypertension	-10.66	2.34650142835697e-05	448.43	0.98	-0.03	0.01	0	-0.56	0.22	0.01	161	161	80
139	hydralazine	0.4	0.22	0.67	8.8e-05	14	14344	21566	8828415	139	hydralazine	hypertension	0.19	0	1.04	0.074	1	2896	594	321017	139	hydralazine	hypertension	41.8	78.6	0	0	3.41	0.63	0	728	85	55772	139	hydralazine	hypertension	0	0	9.79	1	0	423	30	31527	139	hydralazine	hypertension	0	0	4.32	1	0	544	65	40083	139	hydralazine	hypertension	-12.97	2.32916668565209e-06	338.68	0.97	-0.03	0.01	0	-0.56	0.22	0.01	161	161	80
333	hydrochlorothiazide	1.11	1.01	1.21	0.035	468	173883	21112	8668876	333	hydrochlorothiazide	hypertension	1.15	0.92	1.42	0.21	103	49975	492	273938	333	hydrochlorothiazide	hypertension	41.8	78.6	1.36	0.71	2.44	0.32	14	7156	71	49344	333	hydrochlorothiazide	hypertension	1.41	0.36	4.06	0.53	4	3146	26	28804	333	hydrochlorothiazide	hypertension	1.44	0.7	2.73	0.27	12	5520	53	35107	333	hydrochlorothiazide	hypertension	0.33	1.39096812846378	0.27	0.23	-0.03	0.01	0	-0.54	0.22	0.01	161	161	80
815	indapamide	0.4	0.18	0.76	0.0021	9	9207	21571	8833552	815	indapamide	hypertension	0.39	0.05	1.42	0.26	2	2767	593	321146	815	indapamide	hypertension	41.8	78.6	1.29	0.03	7.4	0.54	1	518	84	55982	815	indapamide	hypertension	3.61	0.09	21.93	0.25	1	302	29	31648	815	indapamide	hypertension	0	0	6.58	1	0	359	65	40268	815	indapamide	hypertension	0.26	1.29693008666577	1.01	0.79	-0.03	0.01	0	-0.56	0.22	0.01	161	161	80
585	iocetamic acid	0	0	20.38	1	0	76	21580	8842683	585	iocetamic acid	hypertension	0	0	110.91	1	0	20	595	323893	585	iocetamic acid	hypertension	41.8	78.6	0	0	Inf	1	0	0	85	56500	585	iocetamic acid	hypertension	0	0	Inf	1	0	0	30	31950	585	iocetamic acid	hypertension	0	0	Inf	1	0	0	65	40627	585	iocetamic acid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	161	161	80
1148	ioxilan	0	0	36.73	1	0	43	21580	8842716	1148	ioxilan	hypertension	0	0	3003.08	1	0	2	595	323911	1148	ioxilan	hypertension	41.8	78.6	0	0	Inf	1	0	0	85	56500	1148	ioxilan	hypertension	0	0	Inf	1	0	0	30	31950	1148	ioxilan	hypertension	0	0	Inf	1	0	0	65	40627	1148	ioxilan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	161	161	80
1274	irbesartan	0.79	0.6	1.03	0.088	58	29886	21522	8812873	1274	irbesartan	hypertension	1.62	1.02	2.45	0.031	23	7853	572	316060	1274	irbesartan	hypertension	41.8	78.6	0	0	2.27	0.42	0	1083	85	55417	1274	irbesartan	hypertension	0	0	6.76	1	0	608	30	31342	1274	irbesartan	hypertension	0	0	2.92	0.64	0	798	65	39829	1274	irbesartan	hypertension	-13.86	9.56485698582146e-07	467.92	0.98	-0.03	0.01	0	-0.56	0.22	0.01	161	161	80
579	isosorbide	0.35	0.22	0.53	2.7e-09	23	26788	21557	8815971	579	isosorbide	hypertension	0.44	0.09	1.28	0.18	3	3717	592	320196	579	isosorbide	hypertension	41.8	78.6	0	0	3.65	0.63	0	680	85	55820	579	isosorbide	hypertension	0	0	8.74	1	0	473	30	31477	579	isosorbide	hypertension	0	0	6.35	1	0	372	65	40255	579	isosorbide	hypertension	-12.74	2.93148921368913e-06	366.44	0.97	-0.03	0.01	0	-0.55	0.22	0.01	161	161	80
354	isosorbide dinitrate	0.49	0.23	0.9	0.019	10	8368	21570	8834391	354	isosorbide dinitrate	hypertension	0.44	0.01	2.48	0.73	1	1227	594	322686	354	isosorbide dinitrate	hypertension	41.8	78.6	0	0	21.33	1	0	119	85	56381	354	isosorbide dinitrate	hypertension	0	0	48.9	1	0	87	30	31863	354	isosorbide dinitrate	hypertension	0	0	41.38	1	0	59	65	40568	354	isosorbide dinitrate	hypertension	-10.74	2.16609382533591e-05	323.18	0.97	-0.03	0.01	0	-0.56	0.22	0.01	161	161	80
917	isosorbide mononitrate	0.33	0.19	0.52	1.4e-08	18	22566	21562	8820193	917	isosorbide mononitrate	hypertension	0.39	0.05	1.42	0.26	2	2774	593	321139	917	isosorbide mononitrate	hypertension	41.8	78.6	0	0	5.25	1	0	475	85	56025	917	isosorbide mononitrate	hypertension	0	0	11.84	1	0	351	30	31599	917	isosorbide mononitrate	hypertension	0	0	8.82	1	0	269	65	40358	917	isosorbide mononitrate	hypertension	-12.71	3.02076635148179e-06	427.75	0.98	-0.03	0.01	0	-0.55	0.22	0.01	161	161	80
976	isradipine	0.74	0.09	2.69	1	2	1104	21578	8841655	976	isradipine	hypertension	1.82	0.05	10.27	0.42	1	299	594	323614	976	isradipine	hypertension	41.8	78.6	0	0	744.94	1	0	5	85	56495	976	isradipine	hypertension	0	0	6391.86	1	0	2	30	31948	976	isradipine	hypertension	0	0	372.25	1	0	8	65	40619	976	isradipine	hypertension	-9.31	9.05145451756109e-05	440.82	0.98	-0.03	0.01	0	-0.56	0.22	0.01	161	161	80
813	ketoconazole	3.45	2.6	4.49	1.3e-14	56	6665	21524	8836094	813	ketoconazole	hypertension	3.44	0.7	10.15	0.059	3	477	592	323436	813	ketoconazole	hypertension	41.8	78.6	0	0	19.35	1	0	131	85	56369	813	ketoconazole	hypertension	12.48	0.3	77.18	0.08	1	88	29	31862	813	ketoconazole	hypertension	0	0	31.87	1	0	76	65	40551	813	ketoconazole	hypertension	1.55	4.71147018259074	1.01	0.13	-0.03	0.01	0	-0.56	0.22	0.01	161	161	80
843	labetalol	1.38	0.92	1.98	0.1	29	8642	21551	8834117	843	labetalol	hypertension	1.35	0.44	3.17	0.43	5	2020	590	321893	843	labetalol	hypertension	41.8	78.6	0	0	9.03	1	0	278	85	56222	843	labetalol	hypertension	0	0	26.79	1	0	157	30	31793	843	labetalol	hypertension	0	0	7.06	1	0	335	65	40292	843	labetalol	hypertension	-13.29	1.69132214597039e-06	472.23	0.98	-0.03	0.01	0	-0.56	0.22	0.01	161	161	80
1163	lansoprazole	1.33	1.18	1.5	3.7e-06	283	87183	21297	8755576	1163	lansoprazole	hypertension	2.58	1.79	3.62	1.4e-06	36	7877	559	316036	1163	lansoprazole	hypertension	41.8	78.6	0.52	0.01	2.98	1	1	1264	84	55236	1163	lansoprazole	hypertension	0	0	5.42	1	0	755	30	31195	1163	lansoprazole	hypertension	0.68	0.02	3.93	1	1	914	64	39713	1163	lansoprazole	hypertension	-0.72	0.486752255959972	1.01	0.48	-0.03	0.01	0	-0.56	0.22	0.01	161	161	80
520	liotrix\>	1.08	0.35	2.52	0.81	5	1903	21575	8840856	520	liotrix\>	hypertension	1.13	0.03	6.38	0.59	1	480	594	323433	520	liotrix\>	hypertension	41.8	78.6	0	0	242.58	1	0	12	85	56488	520	liotrix\>	hypertension	0	0	2763.12	1	0	3	30	31947	520	liotrix\>	hypertension	0	0	209.44	1	0	13	65	40614	520	liotrix\>	hypertension	-8.88	0.000139144165561759	361.51	0.98	-0.03	0.01	0	-0.56	0.22	0.01	161	161	80
977	lisinopril	1.21	1.11	1.31	1.5e-05	570	194227	21010	8648532	977	lisinopril	hypertension	1.4	1.13	1.72	0.0019	113	46481	482	277432	977	lisinopril	hypertension	41.8	78.6	0.7	0.35	1.3	0.33	12	10717	73	45783	977	lisinopril	hypertension	1.25	0.45	3.01	0.64	7	6258	23	25692	977	lisinopril	hypertension	0.72	0.3	1.52	0.5	8	6637	57	33990	977	lisinopril	hypertension	-0.17	0.843664816596384	0.28	0.55	-0.03	0.01	0	-0.55	0.22	0.01	161	161	80
1159	losartan potassium	0.84	0.69	1.01	0.063	113	55193	21467	8787566	1159	losartan potassium	hypertension	1.12	0.75	1.62	0.55	30	14666	565	309247	1159	losartan potassium	hypertension	41.8	78.6	1.46	0.39	3.9	0.36	4	1844	81	54656	1159	losartan potassium	hypertension	1.3	0.03	7.89	0.54	1	823	29	31127	1159	losartan potassium	hypertension	1.3	0.26	3.97	0.51	3	1463	62	39164	1159	losartan potassium	hypertension	0.28	1.32312981233744	0.51	0.59	-0.03	0.01	0	-0.55	0.22	0.01	161	161	80
992	lovastatin	1.29	0.99	1.66	0.051	62	19695	21518	8823064	992	lovastatin	hypertension	1.62	0.69	3.21	0.17	8	2709	587	321204	992	lovastatin	hypertension	41.8	78.6	0	0	4.93	1	0	506	85	55994	992	lovastatin	hypertension	0	0	19.11	1	0	219	30	31731	992	lovastatin	hypertension	0	0	5.67	1	0	416	65	40211	992	lovastatin	hypertension	-12.86	2.5999976936368e-06	423.36	0.98	-0.03	0.01	0	-0.56	0.22	0.01	161	161	80
394	methyclothiazide	0	0	22.85	1	0	68	21580	8842691	394	methyclothiazide	hypertension	0	0	164.47	1	0	14	595	323899	394	methyclothiazide	hypertension	41.8	78.6	0	0	3756.08	1	0	2	85	56498	394	methyclothiazide	hypertension	0	0	6391.86	1	0	2	30	31948	394	methyclothiazide	hypertension	0	0	16384	1	0	1	65	40626	394	methyclothiazide	hypertension	-6.68	0.00125577797256237	304.1	0.98	-0.03	0.01	0	-0.56	0.22	0.01	161	161	80
438	methyldopa	0	0	0.4	0.00019	0	3811	21580	8838948	438	methyldopa	hypertension	0	0	1.32	0.12	0	1521	595	322392	438	methyldopa	hypertension	41.8	78.6	0	0	34.65	1	0	74	85	56426	438	methyldopa	hypertension	0	0	76.73	1	0	56	30	31894	438	methyldopa	hypertension	0	0	11.79	1	0	202	65	40425	438	methyldopa	hypertension	-12.78	2.81654387750147e-06	398.45	0.97	-0.03	0.01	0	-0.56	0.22	0.01	161	161	80
439	methyldopate	0	0	1.05	0.057	0	1436	21580	8841323	439	methyldopate	hypertension	0	0	3.27	0.63	0	617	595	323296	439	methyldopate	hypertension	41.8	78.6	0	0	99.3	1	0	27	85	56473	439	methyldopate	hypertension	0	0	289.37	1	0	16	30	31934	439	methyldopate	hypertension	0	0	67.22	1	0	37	65	40590	439	methyldopate	hypertension	-10.45	2.89482732982116e-05	320.25	0.97	-0.03	0.01	0	-0.56	0.22	0.01	161	161	80
1017	metoprolol fumarate	1.23	0.93	1.59	0.12	58	19337	21522	8823422	1017	metoprolol fumarate	hypertension	1.15	0.42	2.52	0.66	6	2843	589	321070	1017	metoprolol fumarate	hypertension	41.8	78.6	1.7	0.04	9.76	0.45	1	394	84	56106	1017	metoprolol fumarate	hypertension	0	0	17.56	1	0	238	30	31712	1017	metoprolol fumarate	hypertension	2.23	0.06	12.96	0.37	1	283	64	40344	1017	metoprolol fumarate	hypertension	0.43	1.53725752354828	1.01	0.67	-0.03	0.01	0	-0.56	0.22	0.01	161	161	80
1058	metoprolol succinate	1.13	0.96	1.32	0.14	154	56013	21426	8786746	1058	metoprolol succinate	hypertension	2.65	1.89	3.63	7.1e-08	42	9022	553	314891	1058	metoprolol succinate	hypertension	41.8	78.6	4.02	0.81	12.22	0.042	3	510	82	55990	1058	metoprolol succinate	hypertension	3.84	0.09	23.36	0.24	1	284	29	31666	1058	metoprolol succinate	hypertension	3.46	0.41	13.13	0.12	2	369	63	40258	1058	metoprolol succinate	hypertension	1.3	3.66929666761924	0.59	0.03	-0.03	0.01	0	-0.56	0.22	0.01	161	161	80
718	metoprolol tartrate	1	0.84	1.18	0.97	146	59811	21434	8782948	718	metoprolol tartrate	hypertension	0.94	0.54	1.52	0.9	17	9803	578	314110	718	metoprolol tartrate	hypertension	41.8	78.6	1.71	0.35	5.19	0.26	3	1182	82	55318	718	metoprolol tartrate	hypertension	0	0	5.78	1	0	709	30	31241	718	metoprolol tartrate	hypertension	2.36	0.47	7.26	0.14	3	815	62	39812	718	metoprolol tartrate	hypertension	0.45	1.56831218549017	0.59	0.44	-0.03	0.01	0	-0.56	0.22	0.01	161	161	80
878	mexiletine	0.79	0.22	2.03	0.82	4	2067	21576	8840692	878	mexiletine	hypertension	0	0	7.16	1	0	283	595	323630	878	mexiletine	hypertension	41.8	78.6	0	0	91.95	1	0	29	85	56471	878	mexiletine	hypertension	0	0	129.1	1	0	34	30	31916	878	mexiletine	hypertension	0	0	209.44	1	0	13	65	40614	878	mexiletine	hypertension	-9.61	6.70548243028111e-05	345	0.98	-0.03	0.01	0	-0.56	0.22	0.01	161	161	80
1145	moexipril	0.78	0.09	2.84	1	2	1044	21578	8841715	1145	moexipril	hypertension	0	0	9.62	1	0	211	595	323702	1145	moexipril	hypertension	41.8	78.6	0	0	203.62	1	0	14	85	56486	1145	moexipril	hypertension	0	0	943.37	1	0	6	30	31944	1145	moexipril	hypertension	0	0	178.26	1	0	15	65	40612	1145	moexipril	hypertension	-8.81	0.000149233255938777	315.87	0.98	-0.03	0.01	0	-0.56	0.22	0.01	161	161	80
740	nadolol	0.86	0.45	1.51	0.79	12	5686	21568	8837073	740	nadolol	hypertension	2.16	0.44	6.36	0.17	3	759	592	323154	740	nadolol	hypertension	41.8	78.6	0	0	19.05	1	0	133	85	56367	740	nadolol	hypertension	0	0	69.15	1	0	62	30	31888	740	nadolol	hypertension	0	0	23.85	1	0	101	65	40526	740	nadolol	hypertension	-11	1.67017007902457e-05	306.32	0.97	-0.03	0.01	0	-0.56	0.22	0.01	161	161	80
1525	nebivolol	0.63	0.4	0.94	0.022	24	15541	21556	8827218	1525	nebivolol	hypertension	1.48	0.78	2.55	0.17	13	4825	582	319088	1525	nebivolol	hypertension	41.8	78.6	2.07	0.42	6.28	0.18	3	981	82	55519	1525	nebivolol	hypertension	0	0	7.52	1	0	548	30	31402	1525	nebivolol	hypertension	2.68	0.54	8.24	0.11	3	720	62	39907	1525	nebivolol	hypertension	0.6	1.82211880039051	0.59	0.31	-0.03	0.01	0	-0.56	0.22	0.01	161	161	80
964	nicardipine	0.38	0.08	1.12	0.1	3	3224	21577	8839535	964	nicardipine	hypertension	0	0	2.45	0.41	0	823	595	323090	964	nicardipine	hypertension	41.8	78.6	0	0	49.89	1	0	52	85	56448	964	nicardipine	hypertension	0	0	78.14	1	0	55	30	31895	964	nicardipine	hypertension	0	0	43.67	1	0	56	65	40571	964	nicardipine	hypertension	-11.31	1.22498116083745e-05	363.82	0.98	-0.03	0.01	0	-0.56	0.22	0.01	161	161	80
802	nifedipine	0.73	0.57	0.93	0.0091	68	38016	21512	8804743	802	nifedipine	hypertension	1.25	0.79	1.88	0.3	24	10538	571	313375	802	nifedipine	hypertension	41.8	78.6	1.87	0.5	5	0.18	4	1451	81	55049	802	nifedipine	hypertension	1.09	0.03	6.61	0.61	1	976	29	30974	802	nifedipine	hypertension	1.77	0.35	5.42	0.25	3	1083	62	39544	802	nifedipine	hypertension	0.34	1.40494759056359	0.51	0.51	-0.03	0.01	0	-0.56	0.22	0.01	161	161	80
